Welcome to the CBC MILP Solver
Version: Devel (unstable)
Build Date: Feb  6 2022
command line - -import /home/danilo/cbc-test-set/neos-2657525-crna.mps.gz -timeM elapsed -seconds 10800 -solve -quit (default strategy 1)
At line 1 NAME          neos-2657525-crna
At line 2 ROWS
At line 346 COLUMNS
At line 2071 RHS
At line 2144 BOUNDS
At line 2658 ENDATA
Problem neos-2657525-crna has 342 rows, 524 columns and 1690 elements
Coin0008I neos-2657525-crna read with 0 errors
seconds was changed from 1e+08 to 10800
Continuous objective value is 0 - 0.007514 seconds
Cgl0004I processed model has 256 rows, 436 columns (436 integer (121 of which binary)) and 1474 elements
Coin3009W Conflict graph built in 0.001 seconds, density: 0.056%
Cgl0015I Clique Strengthening extended 0 cliques, 0 were dominated
Cbc0031I 6 added rows had average density of 76.333333
Cbc0013I At root node, 6 cuts changed objective from 0 to 0 in 17 passes
Cbc0014I Cut generator 0 (Probing) - 2 row cuts average 15.0 elements, 0 column cuts (0 active)  in 0.140 seconds - new frequency is -100
Cbc0014I Cut generator 1 (Gomory) - 58 row cuts average 275.3 elements, 0 column cuts (0 active)  in 0.130 seconds - new frequency is -100
Cbc0014I Cut generator 2 (Knapsack) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.027 seconds - new frequency is -100
Cbc0014I Cut generator 3 (Clique) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.001 seconds - new frequency is -100
Cbc0014I Cut generator 4 (OddWheel) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.004 seconds - new frequency is -100
Cbc0014I Cut generator 5 (MixedIntegerRounding2) - 13 row cuts average 16.0 elements, 0 column cuts (0 active)  in 0.015 seconds - new frequency is -100
Cbc0014I Cut generator 6 (FlowCover) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.025 seconds - new frequency is -100
Cbc0014I Cut generator 7 (TwoMirCuts) - 81 row cuts average 86.6 elements, 0 column cuts (0 active)  in 0.069 seconds - new frequency is -100
Cbc0010I After 1 nodes, 2 on tree, 1e+50 best solution, best possible 0 (0.71 seconds)
Cbc0010I After 63901 nodes, 3024 on tree, 15.444248 best solution, best possible 0 (169.99 seconds)
Cbc0010I After 64075 nodes, 3082 on tree, 15.444248 best solution, best possible 0 (170.69 seconds)
Cbc0010I After 64229 nodes, 3121 on tree, 15.444248 best solution, best possible 0 (171.40 seconds)
Cbc0010I After 64398 nodes, 3154 on tree, 15.444248 best solution, best possible 0 (172.10 seconds)
Cbc0010I After 64560 nodes, 3185 on tree, 15.444248 best solution, best possible 0 (172.80 seconds)
Cbc0010I After 64679 nodes, 3213 on tree, 15.444248 best solution, best possible 0 (173.50 seconds)
Cbc0010I After 64848 nodes, 3237 on tree, 15.444248 best solution, best possible 0 (174.21 seconds)
Cbc0010I After 65018 nodes, 3284 on tree, 15.444248 best solution, best possible 0 (174.91 seconds)
Cbc0010I After 65341 nodes, 3287 on tree, 15.444248 best solution, best possible 0 (175.61 seconds)
Cbc0010I After 65679 nodes, 3292 on tree, 15.444248 best solution, best possible 0 (176.31 seconds)
Cbc0010I After 66017 nodes, 3284 on tree, 15.444248 best solution, best possible 0 (177.01 seconds)
Cbc0010I After 66184 nodes, 3330 on tree, 15.444248 best solution, best possible 0 (177.71 seconds)
Cbc0010I After 66336 nodes, 3348 on tree, 15.444248 best solution, best possible 0 (178.42 seconds)
Cbc0010I After 66481 nodes, 3380 on tree, 15.444248 best solution, best possible 0 (179.12 seconds)
Cbc0010I After 66637 nodes, 3411 on tree, 15.444248 best solution, best possible 0 (179.82 seconds)
Cbc0010I After 66772 nodes, 3446 on tree, 15.444248 best solution, best possible 0 (180.52 seconds)
Cbc0010I After 66953 nodes, 3481 on tree, 15.444248 best solution, best possible 0 (181.23 seconds)
Cbc0010I After 67103 nodes, 3514 on tree, 15.444248 best solution, best possible 0 (181.93 seconds)
Cbc0010I After 67275 nodes, 3541 on tree, 15.444248 best solution, best possible 0 (182.63 seconds)
Cbc0010I After 67430 nodes, 3565 on tree, 15.444248 best solution, best possible 0 (183.34 seconds)
Cbc0010I After 67575 nodes, 3589 on tree, 15.444248 best solution, best possible 0 (184.04 seconds)
Cbc0010I After 67716 nodes, 3615 on tree, 15.444248 best solution, best possible 0 (184.74 seconds)
Cbc0010I After 67864 nodes, 3656 on tree, 15.444248 best solution, best possible 0 (185.44 seconds)
Cbc0010I After 67996 nodes, 3681 on tree, 15.444248 best solution, best possible 0 (186.14 seconds)
Cbc0010I After 68131 nodes, 3719 on tree, 15.444248 best solution, best possible 0 (186.85 seconds)
Cbc0010I After 68269 nodes, 3746 on tree, 15.444248 best solution, best possible 0 (187.55 seconds)
Cbc0010I After 68436 nodes, 3780 on tree, 15.444248 best solution, best possible 0 (188.26 seconds)
Cbc0010I After 68577 nodes, 3816 on tree, 15.444248 best solution, best possible 0 (188.96 seconds)
Cbc0010I After 68727 nodes, 3856 on tree, 15.444248 best solution, best possible 0 (189.67 seconds)
Cbc0010I After 68901 nodes, 3921 on tree, 15.444248 best solution, best possible 0 (190.37 seconds)
Cbc0010I After 69112 nodes, 3948 on tree, 15.444248 best solution, best possible 0 (191.08 seconds)
Cbc0010I After 69659 nodes, 3956 on tree, 15.444248 best solution, best possible 0 (191.78 seconds)
Cbc0010I After 70080 nodes, 3980 on tree, 15.444248 best solution, best possible 0 (192.48 seconds)
Cbc0010I After 70262 nodes, 4048 on tree, 15.444248 best solution, best possible 0 (193.18 seconds)
Cbc0010I After 70481 nodes, 4130 on tree, 15.444248 best solution, best possible 0 (193.89 seconds)
Cbc0010I After 70695 nodes, 4214 on tree, 15.444248 best solution, best possible 0 (194.59 seconds)
Cbc0010I After 70891 nodes, 4301 on tree, 15.444248 best solution, best possible 0 (195.29 seconds)
Cbc0010I After 71076 nodes, 4376 on tree, 15.444248 best solution, best possible 0 (195.99 seconds)
Cbc0010I After 71204 nodes, 4436 on tree, 15.444248 best solution, best possible 0 (196.70 seconds)
Cbc0010I After 71342 nodes, 4474 on tree, 15.444248 best solution, best possible 0 (197.40 seconds)
Cbc0010I After 71526 nodes, 4529 on tree, 15.444248 best solution, best possible 0 (198.11 seconds)
Cbc0010I After 71697 nodes, 4584 on tree, 15.444248 best solution, best possible 0 (198.82 seconds)
Cbc0010I After 71924 nodes, 4665 on tree, 15.444248 best solution, best possible 0 (199.52 seconds)
Cbc0010I After 72132 nodes, 4745 on tree, 15.444248 best solution, best possible 0 (200.22 seconds)
Cbc0010I After 72376 nodes, 4834 on tree, 15.444248 best solution, best possible 0 (200.92 seconds)
Cbc0010I After 72653 nodes, 4928 on tree, 15.444248 best solution, best possible 0 (201.62 seconds)
Cbc0010I After 72869 nodes, 4998 on tree, 15.444248 best solution, best possible 0 (202.33 seconds)
Cbc0010I After 73145 nodes, 5087 on tree, 15.444248 best solution, best possible 0 (203.03 seconds)
Cbc0010I After 73453 nodes, 5088 on tree, 15.444248 best solution, best possible 0 (203.73 seconds)
Cbc0010I After 73735 nodes, 5081 on tree, 15.444248 best solution, best possible 0 (204.43 seconds)
Cbc0010I After 74024 nodes, 5094 on tree, 15.444248 best solution, best possible 0 (205.14 seconds)
Cbc0010I After 74152 nodes, 5112 on tree, 15.444248 best solution, best possible 0 (205.85 seconds)
Cbc0010I After 74296 nodes, 5144 on tree, 15.444248 best solution, best possible 0 (206.55 seconds)
Cbc0010I After 74480 nodes, 5180 on tree, 15.444248 best solution, best possible 0 (207.25 seconds)
Cbc0010I After 74639 nodes, 5211 on tree, 15.444248 best solution, best possible 0 (207.96 seconds)
Cbc0010I After 74865 nodes, 5271 on tree, 15.444248 best solution, best possible 0 (208.66 seconds)
Cbc0010I After 75073 nodes, 5329 on tree, 15.444248 best solution, best possible 0 (209.36 seconds)
Cbc0010I After 75262 nodes, 5381 on tree, 15.444248 best solution, best possible 0 (210.06 seconds)
Cbc0010I After 75423 nodes, 5439 on tree, 15.444248 best solution, best possible 0 (210.77 seconds)
Cbc0010I After 75577 nodes, 5487 on tree, 15.444248 best solution, best possible 0 (211.47 seconds)
Cbc0010I After 75731 nodes, 5535 on tree, 15.444248 best solution, best possible 0 (212.18 seconds)
Cbc0010I After 75924 nodes, 5590 on tree, 15.444248 best solution, best possible 0 (212.88 seconds)
Cbc0010I After 76117 nodes, 5640 on tree, 15.444248 best solution, best possible 0 (213.59 seconds)
Cbc0010I After 76308 nodes, 5669 on tree, 15.444248 best solution, best possible 0 (214.29 seconds)
Cbc0010I After 76476 nodes, 5718 on tree, 15.444248 best solution, best possible 0 (215.00 seconds)
Cbc0010I After 76626 nodes, 5738 on tree, 15.444248 best solution, best possible 0 (215.70 seconds)
Cbc0010I After 76785 nodes, 5780 on tree, 15.444248 best solution, best possible 0 (216.41 seconds)
Cbc0010I After 76953 nodes, 5825 on tree, 15.444248 best solution, best possible 0 (217.11 seconds)
Cbc0010I After 77303 nodes, 5830 on tree, 15.444248 best solution, best possible 0 (217.82 seconds)
Cbc0010I After 77706 nodes, 5829 on tree, 15.444248 best solution, best possible 0 (218.52 seconds)
Cbc0010I After 78035 nodes, 5843 on tree, 15.444248 best solution, best possible 0 (219.22 seconds)
Cbc0010I After 78204 nodes, 5900 on tree, 15.444248 best solution, best possible 0 (219.92 seconds)
Cbc0010I After 78308 nodes, 5937 on tree, 15.444248 best solution, best possible 0 (220.63 seconds)
Cbc0010I After 78409 nodes, 5972 on tree, 15.444248 best solution, best possible 0 (221.33 seconds)
Cbc0010I After 78551 nodes, 6047 on tree, 15.444248 best solution, best possible 0 (222.03 seconds)
Cbc0010I After 78689 nodes, 6092 on tree, 15.444248 best solution, best possible 0 (222.73 seconds)
Cbc0010I After 78811 nodes, 6116 on tree, 15.444248 best solution, best possible 0 (223.44 seconds)
Cbc0010I After 78962 nodes, 6184 on tree, 15.444248 best solution, best possible 0 (224.15 seconds)
Cbc0010I After 79122 nodes, 6254 on tree, 15.444248 best solution, best possible 0 (224.86 seconds)
Cbc0010I After 79284 nodes, 6312 on tree, 15.444248 best solution, best possible 0 (225.56 seconds)
Cbc0010I After 79495 nodes, 6385 on tree, 15.444248 best solution, best possible 0 (226.26 seconds)
Cbc0010I After 79665 nodes, 6438 on tree, 15.444248 best solution, best possible 0 (226.97 seconds)
Cbc0010I After 79849 nodes, 6487 on tree, 15.444248 best solution, best possible 0 (227.67 seconds)
Cbc0010I After 80055 nodes, 6543 on tree, 15.444248 best solution, best possible 0 (228.38 seconds)
Cbc0010I After 80215 nodes, 6579 on tree, 15.444248 best solution, best possible 0 (229.09 seconds)
Cbc0010I After 80368 nodes, 6624 on tree, 15.444248 best solution, best possible 0 (229.79 seconds)
Cbc0010I After 80518 nodes, 6651 on tree, 15.444248 best solution, best possible 0 (230.49 seconds)
Cbc0010I After 80686 nodes, 6696 on tree, 15.444248 best solution, best possible 0 (231.20 seconds)
Cbc0010I After 80853 nodes, 6738 on tree, 15.444248 best solution, best possible 0 (231.90 seconds)
Cbc0010I After 80982 nodes, 6756 on tree, 15.444248 best solution, best possible 0 (232.61 seconds)
Cbc0010I After 81398 nodes, 6747 on tree, 15.444248 best solution, best possible 0 (233.31 seconds)
Cbc0010I After 81772 nodes, 6759 on tree, 15.444248 best solution, best possible 0 (234.01 seconds)
Cbc0010I After 82037 nodes, 6773 on tree, 15.444248 best solution, best possible 0 (234.72 seconds)
Cbc0010I After 82193 nodes, 6821 on tree, 15.444248 best solution, best possible 0 (235.42 seconds)
Cbc0010I After 82376 nodes, 6883 on tree, 15.444248 best solution, best possible 0 (236.12 seconds)
Cbc0010I After 82520 nodes, 6928 on tree, 15.444248 best solution, best possible 0 (236.82 seconds)
Cbc0010I After 82670 nodes, 6945 on tree, 15.444248 best solution, best possible 0 (237.52 seconds)
Cbc0010I After 82815 nodes, 6983 on tree, 15.444248 best solution, best possible 0 (238.23 seconds)
Cbc0010I After 82988 nodes, 7043 on tree, 15.444248 best solution, best possible 0 (238.93 seconds)
Cbc0010I After 83194 nodes, 7095 on tree, 15.444248 best solution, best possible 0 (239.63 seconds)
Cbc0010I After 83394 nodes, 7167 on tree, 15.444248 best solution, best possible 0 (240.33 seconds)
Cbc0010I After 83614 nodes, 7271 on tree, 15.444248 best solution, best possible 0 (241.03 seconds)
Cbc0010I After 83804 nodes, 7345 on tree, 15.444248 best solution, best possible 0 (241.74 seconds)
Cbc0010I After 84013 nodes, 7422 on tree, 15.444248 best solution, best possible 0 (242.44 seconds)
Cbc0010I After 84273 nodes, 7505 on tree, 15.444248 best solution, best possible 0 (243.14 seconds)
Cbc0010I After 84495 nodes, 7574 on tree, 15.444248 best solution, best possible 0 (243.84 seconds)
Cbc0010I After 84656 nodes, 7622 on tree, 15.444248 best solution, best possible 0 (244.55 seconds)
Cbc0010I After 84840 nodes, 7673 on tree, 15.444248 best solution, best possible 0 (245.25 seconds)
Cbc0010I After 85035 nodes, 7738 on tree, 15.444248 best solution, best possible 0 (245.95 seconds)
Cbc0010I After 85505 nodes, 7746 on tree, 15.444248 best solution, best possible 0 (246.66 seconds)
Cbc0010I After 85931 nodes, 7745 on tree, 15.444248 best solution, best possible 0 (247.36 seconds)
Cbc0010I After 86068 nodes, 7761 on tree, 15.444248 best solution, best possible 0 (248.06 seconds)
Cbc0010I After 86215 nodes, 7825 on tree, 15.444248 best solution, best possible 0 (248.76 seconds)
Cbc0010I After 86390 nodes, 7899 on tree, 15.444248 best solution, best possible 0 (249.47 seconds)
Cbc0010I After 86560 nodes, 7975 on tree, 15.444248 best solution, best possible 0 (250.17 seconds)
Cbc0010I After 86754 nodes, 8010 on tree, 15.444248 best solution, best possible 0 (250.87 seconds)
Cbc0010I After 86995 nodes, 8037 on tree, 15.444248 best solution, best possible 0 (251.57 seconds)
Cbc0010I After 87164 nodes, 8045 on tree, 15.444248 best solution, best possible 0 (252.28 seconds)
Cbc0010I After 87313 nodes, 8084 on tree, 15.444248 best solution, best possible 0 (252.98 seconds)
Cbc0010I After 87482 nodes, 8145 on tree, 15.444248 best solution, best possible 0 (253.69 seconds)
Cbc0010I After 87642 nodes, 8194 on tree, 15.444248 best solution, best possible 0 (254.39 seconds)
Cbc0010I After 87795 nodes, 8246 on tree, 15.444248 best solution, best possible 0 (255.10 seconds)
Cbc0010I After 87954 nodes, 8297 on tree, 15.444248 best solution, best possible 0 (255.80 seconds)
Cbc0010I After 88133 nodes, 8341 on tree, 15.444248 best solution, best possible 0 (256.51 seconds)
Cbc0010I After 88323 nodes, 8412 on tree, 15.444248 best solution, best possible 0 (257.22 seconds)
Cbc0010I After 88503 nodes, 8464 on tree, 15.444248 best solution, best possible 0 (257.92 seconds)
Cbc0010I After 88740 nodes, 8536 on tree, 15.444248 best solution, best possible 0 (258.62 seconds)
Cbc0010I After 88844 nodes, 8575 on tree, 15.444248 best solution, best possible 0 (259.33 seconds)
Cbc0010I After 88997 nodes, 8621 on tree, 15.444248 best solution, best possible 0 (260.03 seconds)
Cbc0010I After 89536 nodes, 8655 on tree, 15.444248 best solution, best possible 0 (260.74 seconds)
Cbc0010I After 90025 nodes, 8673 on tree, 15.444248 best solution, best possible 0 (261.44 seconds)
Cbc0010I After 90169 nodes, 8727 on tree, 15.444248 best solution, best possible 0 (262.14 seconds)
Cbc0010I After 90361 nodes, 8784 on tree, 15.444248 best solution, best possible 0 (262.85 seconds)
Cbc0010I After 90603 nodes, 8834 on tree, 15.444248 best solution, best possible 0 (263.55 seconds)
Cbc0010I After 90766 nodes, 8880 on tree, 15.444248 best solution, best possible 0 (264.26 seconds)
Cbc0010I After 90878 nodes, 8924 on tree, 15.444248 best solution, best possible 0 (265.04 seconds)
Cbc0010I After 91051 nodes, 8978 on tree, 15.444248 best solution, best possible 0 (265.74 seconds)
Cbc0010I After 91252 nodes, 9016 on tree, 15.444248 best solution, best possible 0 (266.44 seconds)
Cbc0010I After 91467 nodes, 9027 on tree, 15.444248 best solution, best possible 0 (267.15 seconds)
Cbc0010I After 91656 nodes, 9056 on tree, 15.444248 best solution, best possible 0 (267.86 seconds)
Cbc0010I After 91798 nodes, 9071 on tree, 15.444248 best solution, best possible 0 (268.56 seconds)
Cbc0010I After 91999 nodes, 9104 on tree, 15.444248 best solution, best possible 0 (269.26 seconds)
Cbc0010I After 92201 nodes, 9123 on tree, 15.444248 best solution, best possible 0 (269.99 seconds)
Cbc0010I After 92378 nodes, 9161 on tree, 15.444248 best solution, best possible 0 (270.69 seconds)
Cbc0010I After 92537 nodes, 9212 on tree, 15.444248 best solution, best possible 0 (271.39 seconds)
Cbc0010I After 92683 nodes, 9237 on tree, 15.444248 best solution, best possible 0 (272.09 seconds)
Cbc0010I After 92883 nodes, 9305 on tree, 15.444248 best solution, best possible 0 (272.80 seconds)
Cbc0010I After 93165 nodes, 9344 on tree, 15.444248 best solution, best possible 0 (273.50 seconds)
Cbc0010I After 93638 nodes, 9359 on tree, 15.444248 best solution, best possible 0 (274.20 seconds)
Cbc0010I After 94065 nodes, 9376 on tree, 15.444248 best solution, best possible 0 (274.91 seconds)
Cbc0010I After 94247 nodes, 9451 on tree, 15.444248 best solution, best possible 0 (275.61 seconds)
Cbc0010I After 94453 nodes, 9508 on tree, 15.444248 best solution, best possible 0 (276.31 seconds)
Cbc0010I After 94644 nodes, 9574 on tree, 15.444248 best solution, best possible 0 (277.01 seconds)
Cbc0010I After 94829 nodes, 9632 on tree, 15.444248 best solution, best possible 0 (277.72 seconds)
Cbc0010I After 94989 nodes, 9652 on tree, 15.444248 best solution, best possible 0 (278.42 seconds)
Cbc0010I After 95152 nodes, 9675 on tree, 15.444248 best solution, best possible 0 (279.12 seconds)
Cbc0010I After 95297 nodes, 9691 on tree, 15.444248 best solution, best possible 0 (279.83 seconds)
Cbc0010I After 95432 nodes, 9731 on tree, 15.444248 best solution, best possible 0 (280.53 seconds)
Cbc0010I After 95564 nodes, 9745 on tree, 15.444248 best solution, best possible 0 (281.24 seconds)
Cbc0010I After 95716 nodes, 9771 on tree, 15.444248 best solution, best possible 0 (281.94 seconds)
Cbc0010I After 95862 nodes, 9772 on tree, 15.444248 best solution, best possible 0 (282.65 seconds)
Cbc0010I After 95984 nodes, 9784 on tree, 15.444248 best solution, best possible 0 (283.35 seconds)
Cbc0010I After 96111 nodes, 9791 on tree, 15.444248 best solution, best possible 0 (284.06 seconds)
Cbc0010I After 96242 nodes, 9819 on tree, 15.444248 best solution, best possible 0 (284.76 seconds)
Cbc0010I After 96387 nodes, 9856 on tree, 15.444248 best solution, best possible 0 (285.47 seconds)
Cbc0010I After 96509 nodes, 9901 on tree, 15.444248 best solution, best possible 0 (286.17 seconds)
Cbc0010I After 96653 nodes, 9950 on tree, 15.444248 best solution, best possible 0 (286.87 seconds)
Cbc0010I After 96800 nodes, 9989 on tree, 15.444248 best solution, best possible 0 (287.58 seconds)
Cbc0010I After 96968 nodes, 10014 on tree, 15.444248 best solution, best possible 0 (288.28 seconds)
Cbc0004I Integer solution of 7.2305316 found after 1859863 iterations and 97249 nodes (288.72 seconds)
Cbc0010I After 97352 nodes, 9837 on tree, 7.2305316 best solution, best possible 0 (288.98 seconds)
Cbc0010I After 97637 nodes, 9880 on tree, 7.2305316 best solution, best possible 0 (289.68 seconds)
Cbc0010I After 97920 nodes, 9935 on tree, 7.2305316 best solution, best possible 0 (290.39 seconds)
Cbc0010I After 98138 nodes, 10008 on tree, 7.2305316 best solution, best possible 0 (291.10 seconds)
Cbc0010I After 98259 nodes, 10028 on tree, 7.2305316 best solution, best possible 0 (291.80 seconds)
Cbc0010I After 98370 nodes, 10057 on tree, 7.2305316 best solution, best possible 0 (292.51 seconds)
Cbc0010I After 98536 nodes, 10089 on tree, 7.2305316 best solution, best possible 0 (293.23 seconds)
Cbc0010I After 98729 nodes, 10139 on tree, 7.2305316 best solution, best possible 0 (293.93 seconds)
Cbc0010I After 98891 nodes, 10187 on tree, 7.2305316 best solution, best possible 0 (294.64 seconds)
Cbc0010I After 99008 nodes, 10207 on tree, 7.2305316 best solution, best possible 0 (295.34 seconds)
Cbc0010I After 99296 nodes, 10270 on tree, 7.2305316 best solution, best possible 0 (296.04 seconds)
Cbc0010I After 99563 nodes, 10333 on tree, 7.2305316 best solution, best possible 0 (296.75 seconds)
Cbc0010I After 99735 nodes, 10380 on tree, 7.2305316 best solution, best possible 0 (297.47 seconds)
Cbc0010I After 99862 nodes, 10416 on tree, 7.2305316 best solution, best possible 0 (298.17 seconds)
Cbc0010I After 100034 nodes, 10439 on tree, 7.2305316 best solution, best possible 0 (298.87 seconds)
Cbc0010I After 100617 nodes, 10384 on tree, 7.2305316 best solution, best possible 0 (299.57 seconds)
Cbc0010I After 101030 nodes, 10359 on tree, 7.2305316 best solution, best possible 0 (300.28 seconds)
Cbc0010I After 101136 nodes, 10380 on tree, 7.2305316 best solution, best possible 0 (300.98 seconds)
Cbc0010I After 101362 nodes, 10414 on tree, 7.2305316 best solution, best possible 0 (301.68 seconds)
Cbc0010I After 101517 nodes, 10445 on tree, 7.2305316 best solution, best possible 0 (302.39 seconds)
Cbc0010I After 101638 nodes, 10456 on tree, 7.2305316 best solution, best possible 0 (303.09 seconds)
Cbc0010I After 101785 nodes, 10484 on tree, 7.2305316 best solution, best possible 0 (303.79 seconds)
Cbc0010I After 102042 nodes, 10510 on tree, 7.2305316 best solution, best possible 0 (304.50 seconds)
Cbc0010I After 102252 nodes, 10522 on tree, 7.2305316 best solution, best possible 0 (305.20 seconds)
Cbc0010I After 102448 nodes, 10559 on tree, 7.2305316 best solution, best possible 0 (305.90 seconds)
Cbc0010I After 102672 nodes, 10598 on tree, 7.2305316 best solution, best possible 0 (306.61 seconds)
Cbc0010I After 102870 nodes, 10618 on tree, 7.2305316 best solution, best possible 0 (307.33 seconds)
Cbc0010I After 103023 nodes, 10636 on tree, 7.2305316 best solution, best possible 0 (308.03 seconds)
Cbc0010I After 103271 nodes, 10658 on tree, 7.2305316 best solution, best possible 0 (308.74 seconds)
Cbc0010I After 103480 nodes, 10693 on tree, 7.2305316 best solution, best possible 0 (309.44 seconds)
Cbc0010I After 103578 nodes, 10728 on tree, 7.2305316 best solution, best possible 0 (310.15 seconds)
Cbc0010I After 103684 nodes, 10756 on tree, 7.2305316 best solution, best possible 0 (310.98 seconds)
Cbc0010I After 103790 nodes, 10782 on tree, 7.2305316 best solution, best possible 0 (311.77 seconds)
Cbc0010I After 103946 nodes, 10785 on tree, 7.2305316 best solution, best possible 0 (312.48 seconds)
Cbc0010I After 104207 nodes, 10746 on tree, 7.2305316 best solution, best possible 0 (313.18 seconds)
Cbc0010I After 104512 nodes, 10703 on tree, 7.2305316 best solution, best possible 0 (313.89 seconds)
Cbc0010I After 104941 nodes, 10631 on tree, 7.2305316 best solution, best possible 0 (314.59 seconds)
Cbc0010I After 105112 nodes, 10630 on tree, 7.2305316 best solution, best possible 0 (315.29 seconds)
Cbc0010I After 105250 nodes, 10638 on tree, 7.2305316 best solution, best possible 0 (316.03 seconds)
Cbc0010I After 105322 nodes, 10649 on tree, 7.2305316 best solution, best possible 0 (316.73 seconds)
Cbc0010I After 105449 nodes, 10669 on tree, 7.2305316 best solution, best possible 0 (317.44 seconds)
Cbc0010I After 105529 nodes, 10667 on tree, 7.2305316 best solution, best possible 0 (318.15 seconds)
Cbc0010I After 105645 nodes, 10669 on tree, 7.2305316 best solution, best possible 0 (318.85 seconds)
Cbc0010I After 105777 nodes, 10685 on tree, 7.2305316 best solution, best possible 0 (319.64 seconds)
Cbc0010I After 105893 nodes, 10703 on tree, 7.2305316 best solution, best possible 0 (320.35 seconds)
Cbc0010I After 105984 nodes, 10719 on tree, 7.2305316 best solution, best possible 0 (321.06 seconds)
Cbc0010I After 106116 nodes, 10744 on tree, 7.2305316 best solution, best possible 0 (321.77 seconds)
Cbc0010I After 106339 nodes, 10785 on tree, 7.2305316 best solution, best possible 0 (322.47 seconds)
Cbc0010I After 106532 nodes, 10822 on tree, 7.2305316 best solution, best possible 0 (323.18 seconds)
