Welcome to the CBC MILP Solver
Version: Devel (unstable)
Build Date: Feb  6 2022
command line - -import /home/danilo/cbc-test-set/cod105.mps.gz -timeM elapsed -seconds 10800 -solve -quit (default strategy 1)
At line 1 NAME          cod105
At line 2 ROWS
At line 1028 COLUMNS
At line 59399 RHS
At line 60424 BOUNDS
At line 61449 ENDATA
Problem cod105 has 1024 rows, 1024 columns and 57344 elements
Coin0008I cod105 read with 0 errors
seconds was changed from 1e+08 to 10800
Continuous objective value is -18.2857 - 16.1239 seconds
Cgl0004I processed model has 1024 rows, 1024 columns (1024 integer (1024 of which binary)) and 57344 elements
Coin3009W Conflict graph built in 0.172 seconds, density: 9.444%
Cgl0015I Clique Strengthening extended 0 cliques, 0 were dominated
Cbc0045I Cutoff increment increased from 0.0001 to 0.9999
Cbc0038I Initial state - 694 integers unsatisfied sum - 18.2857
Cbc0038I Solution found of -0
Cbc0038I Before mini branch and bound, 330 integers at bound fixed and 0 continuous
Cbc0038I Full problem 1024 rows 1024 columns, reduced to 1024 rows 694 columns - too large
Cbc0038I Mini branch and bound did not improve solution (20.02 seconds)
Cbc0038I Round again with cutoff of -2.72848
Cbc0038I Pass   1: suminf.    0.27152 (1) obj. -2.72848 iterations 3023
Cbc0038I Solution found of -3
Cbc0038I Rounding solution of -9 is better than previous of -3
Cbc0038I Before mini branch and bound, 329 integers at bound fixed and 0 continuous
Cbc0038I Full problem 1024 rows 1024 columns, reduced to 1024 rows 695 columns - 2 fixed gives 912, 257 - still too large
Cbc0038I Full problem 1024 rows 1024 columns, reduced to 912 rows 257 columns - too large
Cbc0038I Mini branch and bound did not improve solution (41.53 seconds)
Cbc0038I Round again with cutoff of -11.6571
Cbc0038I Pass   2: suminf.   11.65706 (83) obj. -11.6571 iterations 270
Cbc0038I Pass   3: suminf.    8.02039 (165) obj. -11.6571 iterations 1094
Cbc0038I Pass   4: suminf.    2.44826 (188) obj. -11.6571 iterations 1522
Cbc0038I Solution found of -12
Cbc0038I Before mini branch and bound, 234 integers at bound fixed and 0 continuous
Cbc0038I Mini branch and bound did not improve solution (44.75 seconds)
Cbc0038I Round again with cutoff of -14.5856
Cbc0038I Pass   5: suminf.   14.58564 (166) obj. -14.5856 iterations 723
Cbc0038I Pass   6: suminf.   14.58564 (214) obj. -14.5856 iterations 1053
Cbc0038I Pass   7: suminf.   14.58565 (172) obj. -14.5856 iterations 1594
Cbc0038I Pass   8: suminf.   14.91891 (183) obj. -14.9189 iterations 1310
Cbc0038I Pass   9: suminf.   14.58564 (164) obj. -14.5856 iterations 1666
Cbc0038I Pass  10: suminf.   14.60790 (173) obj. -14.6079 iterations 1369
Cbc0038I Pass  11: suminf.   15.14544 (194) obj. -15.1454 iterations 1571
Cbc0038I Pass  12: suminf.   14.99747 (187) obj. -14.9975 iterations 1723
Cbc0038I Pass  13: suminf.   15.22992 (200) obj. -15.2299 iterations 1554
Cbc0038I Pass  14: suminf.   14.84902 (181) obj. -14.849 iterations 1644
Cbc0038I Pass  15: suminf.   14.80463 (180) obj. -14.8046 iterations 1777
Cbc0038I Pass  16: suminf.   14.97305 (182) obj. -14.973 iterations 1624
Cbc0038I Pass  17: suminf.   14.96192 (179) obj. -14.9619 iterations 1590
Cbc0038I Pass  18: suminf.   14.87465 (180) obj. -14.8747 iterations 1441
Cbc0038I No solution found this major pass
Cbc0038I After 68.97 seconds - Feasibility pump exiting with objective of -12 - took 50.03 seconds
Cbc0012I Integer solution of -12 found by feasibility pump after 0 iterations and 0 nodes (68.97 seconds)
Cbc0038I Full problem 1024 rows 1024 columns, reduced to 1024 rows 698 columns - 12 fixed gives 0, 0 - ok now
Cbc0013I At root node, 0 cuts changed objective from -18.285714 to -18.285714 in 1 passes
Cbc0014I Cut generator 0 (Probing) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.321 seconds - new frequency is -100
Cbc0014I Cut generator 1 (Gomory) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 1.259 seconds - new frequency is -100
Cbc0014I Cut generator 2 (Knapsack) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.001 seconds - new frequency is -100
Cbc0014I Cut generator 3 (Clique) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.111 seconds - new frequency is -100
Cbc0014I Cut generator 4 (OddWheel) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 2.111 seconds - new frequency is -100
Cbc0014I Cut generator 5 (MixedIntegerRounding2) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.023 seconds - new frequency is -100
Cbc0014I Cut generator 6 (FlowCover) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.001 seconds - new frequency is -100
Cbc0010I After 0 nodes, 1 on tree, -12 best solution, best possible -18.285714 (532.44 seconds)
Cbc0010I After 1192 nodes, 434 on tree, -12 best solution, best possible -18.285714 (3028.25 seconds)
Cbc0010I After 1193 nodes, 435 on tree, -12 best solution, best possible -18.285714 (3029.22 seconds)
Cbc0010I After 1194 nodes, 436 on tree, -12 best solution, best possible -18.285714 (3036.81 seconds)
Cbc0010I After 1195 nodes, 437 on tree, -12 best solution, best possible -18.285714 (3038.28 seconds)
Cbc0010I After 1196 nodes, 438 on tree, -12 best solution, best possible -18.285714 (3039.44 seconds)
Cbc0010I After 1197 nodes, 439 on tree, -12 best solution, best possible -18.285714 (3040.42 seconds)
Cbc0010I After 1199 nodes, 441 on tree, -12 best solution, best possible -18.285714 (3041.78 seconds)
Cbc0010I After 1200 nodes, 442 on tree, -12 best solution, best possible -18.285714 (3042.65 seconds)
Cbc0010I After 1202 nodes, 444 on tree, -12 best solution, best possible -18.285714 (3043.66 seconds)
Cbc0010I After 1203 nodes, 445 on tree, -12 best solution, best possible -18.285714 (3048.59 seconds)
Cbc0010I After 1204 nodes, 446 on tree, -12 best solution, best possible -18.285714 (3050.81 seconds)
Cbc0010I After 1206 nodes, 448 on tree, -12 best solution, best possible -18.285714 (3052.06 seconds)
Cbc0010I After 1207 nodes, 449 on tree, -12 best solution, best possible -18.285714 (3057.91 seconds)
Cbc0010I After 1208 nodes, 450 on tree, -12 best solution, best possible -18.285714 (3059.34 seconds)
Cbc0010I After 1210 nodes, 452 on tree, -12 best solution, best possible -18.285714 (3060.52 seconds)
Cbc0010I After 1211 nodes, 453 on tree, -12 best solution, best possible -18.285714 (3062.25 seconds)
Cbc0010I After 1213 nodes, 455 on tree, -12 best solution, best possible -18.285714 (3063.93 seconds)
Cbc0010I After 1214 nodes, 456 on tree, -12 best solution, best possible -18.285714 (3064.63 seconds)
Cbc0010I After 1216 nodes, 458 on tree, -12 best solution, best possible -18.285714 (3070.76 seconds)
Cbc0010I After 1217 nodes, 459 on tree, -12 best solution, best possible -18.285714 (3072.36 seconds)
Cbc0010I After 1218 nodes, 460 on tree, -12 best solution, best possible -18.285714 (3079.29 seconds)
Cbc0010I After 1219 nodes, 461 on tree, -12 best solution, best possible -18.285714 (3080.79 seconds)
Cbc0010I After 1220 nodes, 462 on tree, -12 best solution, best possible -18.285714 (3082.15 seconds)
Cbc0010I After 1222 nodes, 464 on tree, -12 best solution, best possible -18.285714 (3085.33 seconds)
Cbc0010I After 1223 nodes, 465 on tree, -12 best solution, best possible -18.285714 (3086.29 seconds)
Cbc0010I After 1224 nodes, 466 on tree, -12 best solution, best possible -18.285714 (3087.00 seconds)
Cbc0010I After 1225 nodes, 467 on tree, -12 best solution, best possible -18.285714 (3092.81 seconds)
Cbc0010I After 1226 nodes, 468 on tree, -12 best solution, best possible -18.285714 (3094.72 seconds)
Cbc0010I After 1227 nodes, 469 on tree, -12 best solution, best possible -18.285714 (3095.52 seconds)
Cbc0010I After 1229 nodes, 471 on tree, -12 best solution, best possible -18.285714 (3096.52 seconds)
Cbc0010I After 1230 nodes, 472 on tree, -12 best solution, best possible -18.285714 (3097.59 seconds)
Cbc0010I After 1231 nodes, 473 on tree, -12 best solution, best possible -18.285714 (3102.08 seconds)
Cbc0010I After 1232 nodes, 474 on tree, -12 best solution, best possible -18.285714 (3104.02 seconds)
Cbc0010I After 1233 nodes, 475 on tree, -12 best solution, best possible -18.285714 (3108.01 seconds)
Cbc0010I After 1234 nodes, 476 on tree, -12 best solution, best possible -18.285714 (3109.77 seconds)
Cbc0010I After 1236 nodes, 478 on tree, -12 best solution, best possible -18.285714 (3115.67 seconds)
Cbc0010I After 1237 nodes, 479 on tree, -12 best solution, best possible -18.285714 (3117.40 seconds)
Cbc0010I After 1239 nodes, 481 on tree, -12 best solution, best possible -18.285714 (3122.65 seconds)
Cbc0010I After 1240 nodes, 482 on tree, -12 best solution, best possible -18.285714 (3124.33 seconds)
Cbc0010I After 1242 nodes, 484 on tree, -12 best solution, best possible -18.285714 (3128.56 seconds)
Cbc0010I After 1243 nodes, 485 on tree, -12 best solution, best possible -18.285714 (3129.90 seconds)
Cbc0010I After 1245 nodes, 487 on tree, -12 best solution, best possible -18.285714 (3130.85 seconds)
Cbc0010I After 1247 nodes, 489 on tree, -12 best solution, best possible -18.285714 (3135.41 seconds)
Cbc0010I After 1248 nodes, 490 on tree, -12 best solution, best possible -18.285714 (3136.64 seconds)
Cbc0010I After 1249 nodes, 491 on tree, -12 best solution, best possible -18.285714 (3137.46 seconds)
Cbc0010I After 1251 nodes, 493 on tree, -12 best solution, best possible -18.285714 (3142.17 seconds)
Cbc0010I After 1252 nodes, 494 on tree, -12 best solution, best possible -18.285714 (3143.70 seconds)
Cbc0010I After 1253 nodes, 495 on tree, -12 best solution, best possible -18.285714 (3145.39 seconds)
Cbc0010I After 1254 nodes, 496 on tree, -12 best solution, best possible -18.285714 (3149.47 seconds)
Cbc0010I After 1255 nodes, 497 on tree, -12 best solution, best possible -18.285714 (3150.36 seconds)
Cbc0010I After 1256 nodes, 498 on tree, -12 best solution, best possible -18.285714 (3151.39 seconds)
Cbc0010I After 1258 nodes, 500 on tree, -12 best solution, best possible -18.285714 (3156.13 seconds)
Cbc0010I After 1259 nodes, 501 on tree, -12 best solution, best possible -18.285714 (3157.67 seconds)
Cbc0010I After 1260 nodes, 502 on tree, -12 best solution, best possible -18.285714 (3160.92 seconds)
Cbc0010I After 1261 nodes, 503 on tree, -12 best solution, best possible -18.285714 (3162.14 seconds)
Cbc0010I After 1262 nodes, 504 on tree, -12 best solution, best possible -18.285714 (3163.02 seconds)
Cbc0010I After 1264 nodes, 506 on tree, -12 best solution, best possible -18.285714 (3164.27 seconds)
Cbc0010I After 1265 nodes, 507 on tree, -12 best solution, best possible -18.285714 (3170.52 seconds)
Cbc0010I After 1266 nodes, 508 on tree, -12 best solution, best possible -18.285714 (3171.75 seconds)
Cbc0010I After 1267 nodes, 509 on tree, -12 best solution, best possible -18.285714 (3172.80 seconds)
Cbc0010I After 1269 nodes, 511 on tree, -12 best solution, best possible -18.285714 (3174.25 seconds)
Cbc0010I After 1270 nodes, 512 on tree, -12 best solution, best possible -18.285714 (3176.21 seconds)
Cbc0010I After 1271 nodes, 513 on tree, -12 best solution, best possible -18.285714 (3180.01 seconds)
Cbc0010I After 1272 nodes, 514 on tree, -12 best solution, best possible -18.285714 (3181.25 seconds)
Cbc0010I After 1273 nodes, 515 on tree, -12 best solution, best possible -18.285714 (3182.43 seconds)
Cbc0010I After 1274 nodes, 516 on tree, -12 best solution, best possible -18.285714 (3186.88 seconds)
Cbc0010I After 1275 nodes, 517 on tree, -12 best solution, best possible -18.285714 (3187.86 seconds)
Cbc0010I After 1277 nodes, 519 on tree, -12 best solution, best possible -18.285714 (3190.23 seconds)
Cbc0010I After 1278 nodes, 520 on tree, -12 best solution, best possible -18.285714 (3191.20 seconds)
Cbc0010I After 1279 nodes, 521 on tree, -12 best solution, best possible -18.285714 (3192.13 seconds)
Cbc0010I After 1280 nodes, 522 on tree, -12 best solution, best possible -18.285714 (3196.21 seconds)
Cbc0010I After 1281 nodes, 523 on tree, -12 best solution, best possible -18.285714 (3197.52 seconds)
Cbc0010I After 1282 nodes, 524 on tree, -12 best solution, best possible -18.285714 (3198.37 seconds)
Cbc0010I After 1283 nodes, 525 on tree, -12 best solution, best possible -18.285714 (3199.23 seconds)
Cbc0010I After 1285 nodes, 527 on tree, -12 best solution, best possible -18.285714 (3204.05 seconds)
Cbc0010I After 1286 nodes, 528 on tree, -12 best solution, best possible -18.285714 (3205.11 seconds)
Cbc0010I After 1287 nodes, 529 on tree, -12 best solution, best possible -18.285714 (3206.33 seconds)
Cbc0010I After 1289 nodes, 531 on tree, -12 best solution, best possible -18.285714 (3209.85 seconds)
Cbc0010I After 1290 nodes, 532 on tree, -12 best solution, best possible -18.285714 (3210.89 seconds)
Cbc0010I After 1291 nodes, 533 on tree, -12 best solution, best possible -18.285714 (3211.85 seconds)
Cbc0010I After 1293 nodes, 535 on tree, -12 best solution, best possible -18.285714 (3215.82 seconds)
Cbc0010I After 1295 nodes, 537 on tree, -12 best solution, best possible -18.285714 (3216.90 seconds)
Cbc0010I After 1296 nodes, 538 on tree, -12 best solution, best possible -18.285714 (3217.74 seconds)
Cbc0010I After 1297 nodes, 539 on tree, -12 best solution, best possible -18.285714 (3220.36 seconds)
Cbc0010I After 1298 nodes, 540 on tree, -12 best solution, best possible -18.285714 (3221.21 seconds)
Cbc0010I After 1300 nodes, 542 on tree, -12 best solution, best possible -18.285714 (3225.65 seconds)
Cbc0010I After 1302 nodes, 544 on tree, -12 best solution, best possible -18.285714 (3227.12 seconds)
Cbc0010I After 1304 nodes, 546 on tree, -12 best solution, best possible -18.285714 (3230.81 seconds)
Cbc0010I After 1305 nodes, 547 on tree, -12 best solution, best possible -18.285714 (3231.63 seconds)
Cbc0010I After 1307 nodes, 549 on tree, -12 best solution, best possible -18.285714 (3233.09 seconds)
Cbc0010I After 1308 nodes, 550 on tree, -12 best solution, best possible -18.285714 (3236.06 seconds)
Cbc0010I After 1309 nodes, 551 on tree, -12 best solution, best possible -18.285714 (3236.85 seconds)
Cbc0010I After 1311 nodes, 553 on tree, -12 best solution, best possible -18.285714 (3238.02 seconds)
Cbc0010I After 1312 nodes, 554 on tree, -12 best solution, best possible -18.285714 (3241.07 seconds)
Cbc0010I After 1314 nodes, 556 on tree, -12 best solution, best possible -18.285714 (3241.85 seconds)
Cbc0010I After 1317 nodes, 559 on tree, -12 best solution, best possible -18.285714 (3242.90 seconds)
Cbc0010I After 1318 nodes, 560 on tree, -12 best solution, best possible -18.285714 (3245.98 seconds)
Cbc0010I After 1320 nodes, 562 on tree, -12 best solution, best possible -18.285714 (3247.09 seconds)
Cbc0010I After 1322 nodes, 564 on tree, -12 best solution, best possible -18.285714 (3248.01 seconds)
Cbc0010I After 1325 nodes, 567 on tree, -12 best solution, best possible -18.285714 (3251.02 seconds)
Cbc0010I After 1326 nodes, 568 on tree, -12 best solution, best possible -18.285714 (3252.20 seconds)
Cbc0010I After 1328 nodes, 570 on tree, -12 best solution, best possible -18.285714 (3253.33 seconds)
Cbc0010I After 1329 nodes, 571 on tree, -12 best solution, best possible -18.285714 (3256.07 seconds)
Cbc0010I After 1330 nodes, 572 on tree, -12 best solution, best possible -18.285714 (3257.44 seconds)
Cbc0010I After 1332 nodes, 574 on tree, -12 best solution, best possible -18.285714 (3261.03 seconds)
Cbc0010I After 1334 nodes, 576 on tree, -12 best solution, best possible -18.285714 (3262.30 seconds)
Cbc0010I After 1336 nodes, 578 on tree, -12 best solution, best possible -18.285714 (3265.60 seconds)
Cbc0010I After 1337 nodes, 579 on tree, -12 best solution, best possible -18.285714 (3266.34 seconds)
Cbc0010I After 1339 nodes, 581 on tree, -12 best solution, best possible -18.285714 (3267.23 seconds)
Cbc0010I After 1340 nodes, 582 on tree, -12 best solution, best possible -18.285714 (3271.94 seconds)
Cbc0010I After 1341 nodes, 583 on tree, -12 best solution, best possible -18.285714 (3272.95 seconds)
Cbc0010I After 1343 nodes, 585 on tree, -12 best solution, best possible -18.285714 (3274.19 seconds)
Cbc0010I After 1345 nodes, 587 on tree, -12 best solution, best possible -18.285714 (3275.22 seconds)
Cbc0010I After 1346 nodes, 588 on tree, -12 best solution, best possible -18.285714 (3275.99 seconds)
Cbc0010I After 1348 nodes, 590 on tree, -12 best solution, best possible -18.285714 (3279.18 seconds)
Cbc0010I After 1349 nodes, 591 on tree, -12 best solution, best possible -18.285714 (3280.18 seconds)
Cbc0010I After 1350 nodes, 592 on tree, -12 best solution, best possible -18.285714 (3280.95 seconds)
Cbc0010I After 1351 nodes, 593 on tree, -12 best solution, best possible -18.285714 (3286.31 seconds)
Cbc0010I After 1353 nodes, 595 on tree, -12 best solution, best possible -18.285714 (3288.07 seconds)
Cbc0010I After 1354 nodes, 596 on tree, -12 best solution, best possible -18.285714 (3288.98 seconds)
Cbc0010I After 1355 nodes, 597 on tree, -12 best solution, best possible -18.285714 (3289.89 seconds)
Cbc0010I After 1357 nodes, 599 on tree, -12 best solution, best possible -18.285714 (3292.66 seconds)
Cbc0010I After 1359 nodes, 601 on tree, -12 best solution, best possible -18.285714 (3293.70 seconds)
Cbc0010I After 1361 nodes, 603 on tree, -12 best solution, best possible -18.285714 (3296.56 seconds)
Cbc0010I After 1363 nodes, 605 on tree, -12 best solution, best possible -18.285714 (3297.97 seconds)
Cbc0010I After 1364 nodes, 606 on tree, -12 best solution, best possible -18.285714 (3301.98 seconds)
Cbc0010I After 1365 nodes, 607 on tree, -12 best solution, best possible -18.285714 (3302.72 seconds)
Cbc0010I After 1368 nodes, 610 on tree, -12 best solution, best possible -18.285714 (3303.71 seconds)
Cbc0010I After 1370 nodes, 612 on tree, -12 best solution, best possible -18.285714 (3307.54 seconds)
Cbc0010I After 1372 nodes, 614 on tree, -12 best solution, best possible -18.285714 (3309.03 seconds)
Cbc0010I After 1373 nodes, 615 on tree, -12 best solution, best possible -18.285714 (3313.13 seconds)
Cbc0010I After 1375 nodes, 617 on tree, -12 best solution, best possible -18.285714 (3315.31 seconds)
Cbc0010I After 1377 nodes, 619 on tree, -12 best solution, best possible -18.285714 (3316.29 seconds)
Cbc0010I After 1380 nodes, 622 on tree, -12 best solution, best possible -18.285714 (3317.15 seconds)
Cbc0010I After 1381 nodes, 623 on tree, -12 best solution, best possible -18.285714 (3319.84 seconds)
Cbc0010I After 1383 nodes, 625 on tree, -12 best solution, best possible -18.285714 (3321.02 seconds)
Cbc0010I After 1386 nodes, 628 on tree, -12 best solution, best possible -18.285714 (3321.87 seconds)
Cbc0010I After 1388 nodes, 630 on tree, -12 best solution, best possible -18.285714 (3326.22 seconds)
Cbc0010I After 1389 nodes, 631 on tree, -12 best solution, best possible -18.285714 (3326.99 seconds)
Cbc0010I After 1391 nodes, 633 on tree, -12 best solution, best possible -18.285714 (3327.88 seconds)
Cbc0010I After 1393 nodes, 635 on tree, -12 best solution, best possible -18.285714 (3329.03 seconds)
Cbc0010I After 1396 nodes, 638 on tree, -12 best solution, best possible -18.285714 (3330.20 seconds)
Cbc0010I After 1397 nodes, 639 on tree, -12 best solution, best possible -18.285714 (3332.28 seconds)
Cbc0010I After 1399 nodes, 641 on tree, -12 best solution, best possible -18.285714 (3335.69 seconds)
Cbc0010I After 1400 nodes, 642 on tree, -12 best solution, best possible -18.285714 (3336.48 seconds)
Cbc0010I After 1401 nodes, 643 on tree, -12 best solution, best possible -18.285714 (3337.20 seconds)
Cbc0010I After 1403 nodes, 645 on tree, -12 best solution, best possible -18.285714 (3340.27 seconds)
Cbc0010I After 1405 nodes, 647 on tree, -12 best solution, best possible -18.285714 (3341.47 seconds)
Cbc0010I After 1407 nodes, 649 on tree, -12 best solution, best possible -18.285714 (3342.39 seconds)
Cbc0010I After 1410 nodes, 652 on tree, -12 best solution, best possible -18.285714 (3344.98 seconds)
Cbc0010I After 1412 nodes, 654 on tree, -12 best solution, best possible -18.285714 (3346.03 seconds)
Cbc0010I After 1413 nodes, 655 on tree, -12 best solution, best possible -18.285714 (3349.99 seconds)
Cbc0010I After 1415 nodes, 657 on tree, -12 best solution, best possible -18.285714 (3351.37 seconds)
Cbc0010I After 1416 nodes, 658 on tree, -12 best solution, best possible -18.285714 (3352.18 seconds)
Cbc0010I After 1418 nodes, 660 on tree, -12 best solution, best possible -18.285714 (3353.12 seconds)
Cbc0010I After 1419 nodes, 661 on tree, -12 best solution, best possible -18.285714 (3355.70 seconds)
Cbc0010I After 1421 nodes, 663 on tree, -12 best solution, best possible -18.285714 (3356.76 seconds)
Cbc0010I After 1423 nodes, 665 on tree, -12 best solution, best possible -18.285714 (3361.21 seconds)
Cbc0010I After 1425 nodes, 667 on tree, -12 best solution, best possible -18.285714 (3362.26 seconds)
Cbc0010I After 1427 nodes, 669 on tree, -12 best solution, best possible -18.285714 (3363.25 seconds)
Cbc0010I After 1429 nodes, 671 on tree, -12 best solution, best possible -18.285714 (3367.42 seconds)
Cbc0010I After 1431 nodes, 673 on tree, -12 best solution, best possible -18.285714 (3368.38 seconds)
Cbc0010I After 1433 nodes, 675 on tree, -12 best solution, best possible -18.285714 (3369.27 seconds)
Cbc0010I After 1435 nodes, 677 on tree, -12 best solution, best possible -18.285714 (3369.98 seconds)
Cbc0010I After 1436 nodes, 678 on tree, -12 best solution, best possible -18.285714 (3372.75 seconds)
Cbc0010I After 1438 nodes, 680 on tree, -12 best solution, best possible -18.285714 (3373.59 seconds)
Cbc0010I After 1440 nodes, 682 on tree, -12 best solution, best possible -18.285714 (3377.40 seconds)
Cbc0010I After 1442 nodes, 684 on tree, -12 best solution, best possible -18.285714 (3378.49 seconds)
Cbc0010I After 1444 nodes, 686 on tree, -12 best solution, best possible -18.285714 (3379.48 seconds)
Cbc0010I After 1448 nodes, 690 on tree, -12 best solution, best possible -18.285714 (3382.57 seconds)
Cbc0010I After 1449 nodes, 691 on tree, -12 best solution, best possible -18.285714 (3383.33 seconds)
Cbc0010I After 1450 nodes, 692 on tree, -12 best solution, best possible -18.285714 (3384.14 seconds)
Cbc0010I After 1451 nodes, 693 on tree, -12 best solution, best possible -18.285714 (3386.78 seconds)
Cbc0010I After 1453 nodes, 695 on tree, -12 best solution, best possible -18.285714 (3387.76 seconds)
Cbc0010I After 1455 nodes, 697 on tree, -12 best solution, best possible -18.285714 (3388.76 seconds)
Cbc0010I After 1456 nodes, 698 on tree, -12 best solution, best possible -18.285714 (3391.57 seconds)
Cbc0010I After 1458 nodes, 700 on tree, -12 best solution, best possible -18.285714 (3392.56 seconds)
Cbc0010I After 1462 nodes, 704 on tree, -12 best solution, best possible -18.285714 (3393.40 seconds)
Cbc0010I After 1464 nodes, 706 on tree, -12 best solution, best possible -18.285714 (3397.11 seconds)
Cbc0010I After 1466 nodes, 708 on tree, -12 best solution, best possible -18.285714 (3397.95 seconds)
Cbc0010I After 1468 nodes, 710 on tree, -12 best solution, best possible -18.285714 (3398.81 seconds)
Cbc0010I After 1471 nodes, 713 on tree, -12 best solution, best possible -18.285714 (3402.66 seconds)
Cbc0010I After 1473 nodes, 715 on tree, -12 best solution, best possible -18.285714 (3403.59 seconds)
Cbc0010I After 1476 nodes, 718 on tree, -12 best solution, best possible -18.285714 (3404.50 seconds)
Cbc0010I After 1478 nodes, 720 on tree, -12 best solution, best possible -18.285714 (3405.37 seconds)
Cbc0010I After 1479 nodes, 721 on tree, -12 best solution, best possible -18.285714 (3407.42 seconds)
Cbc0010I After 1481 nodes, 723 on tree, -12 best solution, best possible -18.285714 (3408.25 seconds)
Cbc0010I After 1482 nodes, 724 on tree, -12 best solution, best possible -18.285714 (3412.07 seconds)
Cbc0010I After 1484 nodes, 726 on tree, -12 best solution, best possible -18.285714 (3413.02 seconds)
Cbc0010I After 1486 nodes, 728 on tree, -12 best solution, best possible -18.285714 (3413.73 seconds)
Cbc0010I After 1489 nodes, 731 on tree, -12 best solution, best possible -18.285714 (3415.17 seconds)
Cbc0010I After 1490 nodes, 732 on tree, -12 best solution, best possible -18.285714 (3417.29 seconds)
Cbc0010I After 1492 nodes, 734 on tree, -12 best solution, best possible -18.285714 (3418.04 seconds)
Cbc0010I After 1496 nodes, 738 on tree, -12 best solution, best possible -18.285714 (3418.98 seconds)
Cbc0010I After 1497 nodes, 739 on tree, -12 best solution, best possible -18.285714 (3421.52 seconds)
Cbc0010I After 1500 nodes, 742 on tree, -12 best solution, best possible -18.285714 (3422.95 seconds)
Cbc0010I After 1503 nodes, 745 on tree, -12 best solution, best possible -18.285714 (3425.70 seconds)
Cbc0010I After 1507 nodes, 749 on tree, -12 best solution, best possible -18.285714 (3426.65 seconds)
Cbc0010I After 1510 nodes, 752 on tree, -12 best solution, best possible -18.285714 (3427.69 seconds)
Cbc0010I After 1511 nodes, 753 on tree, -12 best solution, best possible -18.285714 (3429.78 seconds)
Cbc0010I After 1513 nodes, 755 on tree, -12 best solution, best possible -18.285714 (3430.62 seconds)
Cbc0010I After 1519 nodes, 761 on tree, -12 best solution, best possible -18.285714 (3431.44 seconds)
Cbc0010I After 1520 nodes, 762 on tree, -12 best solution, best possible -18.285714 (3433.07 seconds)
Cbc0010I After 1523 nodes, 765 on tree, -12 best solution, best possible -18.285714 (3433.89 seconds)
Cbc0010I After 1525 nodes, 767 on tree, -12 best solution, best possible -18.285714 (3436.05 seconds)
Cbc0010I After 1529 nodes, 771 on tree, -12 best solution, best possible -18.285714 (3437.04 seconds)
Cbc0010I After 1535 nodes, 777 on tree, -12 best solution, best possible -18.285714 (3438.76 seconds)
Cbc0010I After 1541 nodes, 783 on tree, -12 best solution, best possible -18.285714 (3439.51 seconds)
Cbc0010I After 1545 nodes, 787 on tree, -12 best solution, best possible -18.285714 (3441.74 seconds)
Cbc0010I After 1548 nodes, 790 on tree, -12 best solution, best possible -18.285714 (3442.54 seconds)
