Welcome to the CBC MILP Solver
Version: Devel (unstable)
Build Date: Apr 26 2022
command line - -import /home/danilo/cbc-test-set/neos5.mps.gz -timeM elapsed -seconds 10800 -solve -solu sol-final-knap/neos5.txt -quit (default strategy 1)
At line 1 NAME          neos5
At line 2 ROWS
At line 67 COLUMNS
At line 1141 RHS
At line 1174 BOUNDS
At line 1238 ENDATA
Problem neos5 has 63 rows, 63 columns and 2016 elements
Coin0008I neos5 read with 0 errors
seconds was changed from 1e+08 to 10800
Continuous objective value is 13 - 0.007764 seconds
Cgl0004I processed model has 63 rows, 63 columns (53 integer (53 of which binary)) and 2016 elements
Coin3009W Conflict graph built in 0.000 seconds, density: 0.662%
Cgl0015I Clique Strengthening extended 0 cliques, 0 were dominated
Cbc0038I Initial state - 35 integers unsatisfied sum - 12.75
Cbc0038I Pass   1: suminf.    1.50000 (3) obj. 18.5 iterations 96
Cbc0038I Pass   2: suminf.    1.50000 (3) obj. 18.5 iterations 0
Cbc0038I Solution found of 20
Cbc0038I Relaxing continuous gives 19.5
Cbc0038I Before mini branch and bound, 13 integers at bound fixed and 1 continuous
Cbc0038I Full problem 63 rows 63 columns, reduced to 63 rows 49 columns
Cbc0038I Mini branch and bound improved solution from 19.5 to 15.5 (0.39 seconds)
Cbc0038I Round again with cutoff of 15.2499
Cbc0038I Pass   3: suminf.    3.00018 (13) obj. 15.2499 iterations 18
Cbc0038I Pass   4: suminf.    1.00000 (4) obj. 15.2499 iterations 19
Cbc0038I Pass   5: suminf.    0.75009 (4) obj. 15.2499 iterations 12
Cbc0038I Pass   6: suminf.    1.00036 (4) obj. 15.2499 iterations 10
Cbc0038I Pass   7: suminf.    0.75018 (4) obj. 15.2499 iterations 7
Cbc0038I Pass   8: suminf.    1.24973 (4) obj. 15.2499 iterations 22
Cbc0038I Pass   9: suminf.    0.87514 (3) obj. 15.2499 iterations 3
Cbc0038I Pass  10: suminf.    1.25009 (5) obj. 15.2499 iterations 14
Cbc0038I Pass  11: suminf.    1.24973 (6) obj. 15.2499 iterations 21
Cbc0038I Pass  12: suminf.    0.75009 (4) obj. 15.2499 iterations 14
Cbc0038I Pass  13: suminf.    1.00036 (4) obj. 15.2499 iterations 10
Cbc0038I Pass  14: suminf.    0.75018 (4) obj. 15.2499 iterations 7
Cbc0038I Pass  15: suminf.    1.24973 (4) obj. 15.2499 iterations 26
Cbc0038I Pass  16: suminf.    0.87514 (3) obj. 15.2499 iterations 4
Cbc0038I Pass  17: suminf.    1.25009 (5) obj. 15.2499 iterations 14
Cbc0038I Pass  18: suminf.    1.24973 (6) obj. 15.2499 iterations 22
Cbc0038I Pass  19: suminf.    0.75009 (4) obj. 15.2499 iterations 14
Cbc0038I Pass  20: suminf.    1.00036 (4) obj. 15.2499 iterations 10
Cbc0038I Pass  21: suminf.    0.75018 (4) obj. 15.2499 iterations 7
Cbc0038I Pass  22: suminf.    1.24973 (4) obj. 15.2499 iterations 22
Cbc0038I Pass  23: suminf.    0.87514 (3) obj. 15.2499 iterations 3
Cbc0038I Pass  24: suminf.    1.25009 (5) obj. 15.2499 iterations 14
Cbc0038I Pass  25: suminf.    1.24973 (6) obj. 15.2499 iterations 21
Cbc0038I Pass  26: suminf.    0.75009 (4) obj. 15.2499 iterations 14
Cbc0038I Pass  27: suminf.    1.00036 (4) obj. 15.2499 iterations 10
Cbc0038I Pass  28: suminf.    0.75018 (4) obj. 15.2499 iterations 7
Cbc0038I Pass  29: suminf.    1.24973 (4) obj. 15.2499 iterations 23
Cbc0038I Pass  30: suminf.    0.87514 (3) obj. 15.2499 iterations 4
Cbc0038I Pass  31: suminf.    1.25009 (5) obj. 15.2499 iterations 14
Cbc0038I Pass  32: suminf.    1.24973 (6) obj. 15.2499 iterations 22
Cbc0038I No solution found this major pass
Cbc0038I Before mini branch and bound, 13 integers at bound fixed and 4 continuous
Cbc0038I Full problem 63 rows 63 columns, reduced to 63 rows 46 columns
Cbc0038I Mini branch and bound did not improve solution (0.80 seconds)
Cbc0038I After 0.80 seconds - Feasibility pump exiting with objective of 15.5 - took 0.79 seconds
Cbc0012I Integer solution of 15.5 found by feasibility pump after 0 iterations and 0 nodes (0.80 seconds)
Cbc0038I Full problem 63 rows 63 columns, reduced to 63 rows 46 columns
Cbc0031I 11 added rows had average density of 63
Cbc0013I At root node, 11 cuts changed objective from 13 to 13.643387 in 100 passes
Cbc0014I Cut generator 0 (Probing) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.079 seconds - new frequency is -100
Cbc0014I Cut generator 1 (Gomory) - 2414 row cuts average 63.0 elements, 0 column cuts (0 active)  in 0.502 seconds - new frequency is -100
Cbc0014I Cut generator 2 (Knapsack) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.121 seconds - new frequency is -100
Cbc0014I Cut generator 3 (liftKnapsack) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 2.074 seconds - new frequency is -100
Cbc0014I Cut generator 4 (Clique) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.001 seconds - new frequency is -100
Cbc0014I Cut generator 5 (OddWheel) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.001 seconds - new frequency is -100
Cbc0014I Cut generator 6 (MixedIntegerRounding2) - 18 row cuts average 62.5 elements, 0 column cuts (0 active)  in 0.349 seconds - new frequency is -100
Cbc0014I Cut generator 7 (FlowCover) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.115 seconds - new frequency is -100
Cbc0010I After 0 nodes, 1 on tree, 15.5 best solution, best possible 13.643387 (5.98 seconds)
Cbc0010I After 60418 nodes, 15889 on tree, 15 best solution, best possible 14 (130.79 seconds)
Cbc0010I After 60876 nodes, 15923 on tree, 15 best solution, best possible 14 (131.49 seconds)
Cbc0010I After 61299 nodes, 15964 on tree, 15 best solution, best possible 14 (132.19 seconds)
Cbc0010I After 61720 nodes, 15955 on tree, 15 best solution, best possible 14 (132.89 seconds)
Cbc0010I After 62071 nodes, 15990 on tree, 15 best solution, best possible 14 (133.60 seconds)
Cbc0010I After 62409 nodes, 16157 on tree, 15 best solution, best possible 14 (134.30 seconds)
Cbc0010I After 62724 nodes, 16277 on tree, 15 best solution, best possible 14 (135.00 seconds)
Cbc0010I After 63044 nodes, 16401 on tree, 15 best solution, best possible 14 (135.71 seconds)
Cbc0010I After 63384 nodes, 16534 on tree, 15 best solution, best possible 14 (136.41 seconds)
Cbc0010I After 63723 nodes, 16704 on tree, 15 best solution, best possible 14 (137.11 seconds)
Cbc0010I After 64078 nodes, 16855 on tree, 15 best solution, best possible 14 (137.82 seconds)
Cbc0010I After 64584 nodes, 16897 on tree, 15 best solution, best possible 14 (138.52 seconds)
Cbc0010I After 65097 nodes, 16876 on tree, 15 best solution, best possible 14 (139.22 seconds)
Cbc0010I After 65466 nodes, 16815 on tree, 15 best solution, best possible 14 (139.93 seconds)
Cbc0010I After 65740 nodes, 16800 on tree, 15 best solution, best possible 14 (140.63 seconds)
Cbc0010I After 66048 nodes, 16807 on tree, 15 best solution, best possible 14 (141.33 seconds)
Cbc0010I After 66326 nodes, 16946 on tree, 15 best solution, best possible 14 (142.03 seconds)
Cbc0010I After 66651 nodes, 17105 on tree, 15 best solution, best possible 14 (142.74 seconds)
Cbc0010I After 66974 nodes, 17262 on tree, 15 best solution, best possible 14 (143.44 seconds)
Cbc0010I After 67289 nodes, 17402 on tree, 15 best solution, best possible 14 (144.14 seconds)
Cbc0010I After 67592 nodes, 17529 on tree, 15 best solution, best possible 14 (144.85 seconds)
Cbc0010I After 67928 nodes, 17684 on tree, 15 best solution, best possible 14 (145.55 seconds)
Cbc0010I After 68374 nodes, 17748 on tree, 15 best solution, best possible 14 (146.25 seconds)
Cbc0010I After 68859 nodes, 17828 on tree, 15 best solution, best possible 14 (146.96 seconds)
Cbc0010I After 69293 nodes, 17843 on tree, 15 best solution, best possible 14 (147.66 seconds)
Cbc0010I After 69729 nodes, 17850 on tree, 15 best solution, best possible 14 (148.36 seconds)
Cbc0010I After 70128 nodes, 17905 on tree, 15 best solution, best possible 14 (149.07 seconds)
Cbc0010I After 70489 nodes, 18087 on tree, 15 best solution, best possible 14 (149.77 seconds)
Cbc0010I After 70813 nodes, 18223 on tree, 15 best solution, best possible 14 (150.47 seconds)
Cbc0010I After 71131 nodes, 18382 on tree, 15 best solution, best possible 14 (151.17 seconds)
Cbc0010I After 71473 nodes, 18538 on tree, 15 best solution, best possible 14 (151.88 seconds)
Cbc0010I After 71793 nodes, 18688 on tree, 15 best solution, best possible 14 (152.58 seconds)
Cbc0010I After 72195 nodes, 18799 on tree, 15 best solution, best possible 14 (153.28 seconds)
Cbc0010I After 72677 nodes, 18902 on tree, 15 best solution, best possible 14 (153.99 seconds)
Cbc0010I After 73168 nodes, 18924 on tree, 15 best solution, best possible 14 (154.69 seconds)
Cbc0010I After 73656 nodes, 18863 on tree, 15 best solution, best possible 14 (155.39 seconds)
Cbc0010I After 74000 nodes, 18843 on tree, 15 best solution, best possible 14 (156.09 seconds)
Cbc0010I After 74269 nodes, 18971 on tree, 15 best solution, best possible 14 (156.80 seconds)
Cbc0010I After 74583 nodes, 19118 on tree, 15 best solution, best possible 14 (157.50 seconds)
Cbc0010I After 74907 nodes, 19269 on tree, 15 best solution, best possible 14 (158.20 seconds)
Cbc0010I After 75248 nodes, 19413 on tree, 15 best solution, best possible 14 (158.91 seconds)
Cbc0010I After 75633 nodes, 19581 on tree, 15 best solution, best possible 14 (159.61 seconds)
Cbc0010I After 76065 nodes, 19806 on tree, 15 best solution, best possible 14 (160.31 seconds)
Cbc0010I After 76557 nodes, 19827 on tree, 15 best solution, best possible 14 (161.02 seconds)
Cbc0010I After 76997 nodes, 19906 on tree, 15 best solution, best possible 14 (161.72 seconds)
Cbc0010I After 77418 nodes, 19920 on tree, 15 best solution, best possible 14 (162.42 seconds)
Cbc0010I After 77847 nodes, 19923 on tree, 15 best solution, best possible 14 (163.13 seconds)
Cbc0010I After 78182 nodes, 20004 on tree, 15 best solution, best possible 14 (163.83 seconds)
Cbc0010I After 78551 nodes, 20172 on tree, 15 best solution, best possible 14 (164.53 seconds)
Cbc0010I After 78903 nodes, 20263 on tree, 15 best solution, best possible 14 (165.24 seconds)
Cbc0010I After 79280 nodes, 20365 on tree, 15 best solution, best possible 14 (165.94 seconds)
Cbc0010I After 79635 nodes, 20517 on tree, 15 best solution, best possible 14 (166.64 seconds)
Cbc0010I After 79997 nodes, 20646 on tree, 15 best solution, best possible 14 (167.35 seconds)
Cbc0010I After 80460 nodes, 20670 on tree, 15 best solution, best possible 14 (168.05 seconds)
Cbc0010I After 80947 nodes, 20694 on tree, 15 best solution, best possible 14 (168.75 seconds)
Cbc0010I After 81424 nodes, 20690 on tree, 15 best solution, best possible 14 (169.46 seconds)
Cbc0010I After 81765 nodes, 20638 on tree, 15 best solution, best possible 14 (170.16 seconds)
Cbc0010I After 82134 nodes, 20688 on tree, 15 best solution, best possible 14 (170.86 seconds)
Cbc0010I After 82475 nodes, 20802 on tree, 15 best solution, best possible 14 (171.56 seconds)
Cbc0010I After 82821 nodes, 20962 on tree, 15 best solution, best possible 14 (172.27 seconds)
Cbc0010I After 83180 nodes, 21133 on tree, 15 best solution, best possible 14 (172.97 seconds)
Cbc0010I After 83541 nodes, 21264 on tree, 15 best solution, best possible 14 (173.68 seconds)
Cbc0010I After 83886 nodes, 21416 on tree, 15 best solution, best possible 14 (174.38 seconds)
Cbc0010I After 84345 nodes, 21496 on tree, 15 best solution, best possible 14 (175.08 seconds)
Cbc0010I After 84831 nodes, 21534 on tree, 15 best solution, best possible 14 (175.79 seconds)
Cbc0010I After 85303 nodes, 21541 on tree, 15 best solution, best possible 14 (176.49 seconds)
Cbc0010I After 85749 nodes, 21501 on tree, 15 best solution, best possible 14 (177.19 seconds)
Cbc0010I After 86075 nodes, 21496 on tree, 15 best solution, best possible 14 (177.89 seconds)
Cbc0010I After 86418 nodes, 21626 on tree, 15 best solution, best possible 14 (178.60 seconds)
Cbc0010I After 86774 nodes, 21760 on tree, 15 best solution, best possible 14 (179.30 seconds)
Cbc0010I After 87129 nodes, 21924 on tree, 15 best solution, best possible 14 (180.01 seconds)
Cbc0010I After 87498 nodes, 22114 on tree, 15 best solution, best possible 14 (180.71 seconds)
Cbc0010I After 87880 nodes, 22234 on tree, 15 best solution, best possible 14 (181.41 seconds)
Cbc0010I After 88389 nodes, 22241 on tree, 15 best solution, best possible 14 (182.11 seconds)
Cbc0010I After 88785 nodes, 22243 on tree, 15 best solution, best possible 14 (182.82 seconds)
Cbc0010I After 89276 nodes, 22268 on tree, 15 best solution, best possible 14 (183.52 seconds)
Cbc0010I After 89702 nodes, 22265 on tree, 15 best solution, best possible 14 (184.22 seconds)
Cbc0010I After 90116 nodes, 22292 on tree, 15 best solution, best possible 14 (184.93 seconds)
Cbc0010I After 90491 nodes, 22424 on tree, 15 best solution, best possible 14 (185.63 seconds)
Cbc0010I After 90882 nodes, 22551 on tree, 15 best solution, best possible 14 (186.33 seconds)
Cbc0010I After 91220 nodes, 22685 on tree, 15 best solution, best possible 14 (187.04 seconds)
Cbc0010I After 91571 nodes, 22849 on tree, 15 best solution, best possible 14 (187.74 seconds)
Cbc0010I After 91965 nodes, 23005 on tree, 15 best solution, best possible 14 (188.44 seconds)
Cbc0010I After 92419 nodes, 23030 on tree, 15 best solution, best possible 14 (189.14 seconds)
Cbc0010I After 92907 nodes, 23117 on tree, 15 best solution, best possible 14 (189.85 seconds)
Cbc0010I After 93410 nodes, 23150 on tree, 15 best solution, best possible 14 (190.55 seconds)
Cbc0010I After 93852 nodes, 23150 on tree, 15 best solution, best possible 14 (191.26 seconds)
Cbc0010I After 94215 nodes, 23265 on tree, 15 best solution, best possible 14 (191.96 seconds)
Cbc0010I After 94579 nodes, 23385 on tree, 15 best solution, best possible 14 (192.66 seconds)
Cbc0010I After 94982 nodes, 23578 on tree, 15 best solution, best possible 14 (193.37 seconds)
Cbc0010I After 95347 nodes, 23717 on tree, 15 best solution, best possible 14 (194.07 seconds)
Cbc0010I After 95719 nodes, 23883 on tree, 15 best solution, best possible 14 (194.77 seconds)
Cbc0010I After 96125 nodes, 23998 on tree, 15 best solution, best possible 14 (195.48 seconds)
Cbc0010I After 96600 nodes, 24016 on tree, 15 best solution, best possible 14 (196.18 seconds)
Cbc0010I After 97083 nodes, 24093 on tree, 15 best solution, best possible 14 (196.88 seconds)
Cbc0010I After 97572 nodes, 24092 on tree, 15 best solution, best possible 14 (197.59 seconds)
Cbc0010I After 98016 nodes, 24105 on tree, 15 best solution, best possible 14 (198.29 seconds)
Cbc0010I After 98356 nodes, 24231 on tree, 15 best solution, best possible 14 (199.00 seconds)
Cbc0010I After 98728 nodes, 24401 on tree, 15 best solution, best possible 14 (199.70 seconds)
Cbc0010I After 99097 nodes, 24554 on tree, 15 best solution, best possible 14 (200.40 seconds)
Cbc0010I After 99470 nodes, 24693 on tree, 15 best solution, best possible 14 (201.11 seconds)
Cbc0010I After 99811 nodes, 24843 on tree, 15 best solution, best possible 14 (201.81 seconds)
Cbc0010I After 100199 nodes, 24938 on tree, 15 best solution, best possible 14 (202.52 seconds)
Cbc0010I After 100667 nodes, 24946 on tree, 15 best solution, best possible 14 (203.22 seconds)
Cbc0010I After 101095 nodes, 25009 on tree, 15 best solution, best possible 14 (203.92 seconds)
Cbc0010I After 101445 nodes, 25186 on tree, 15 best solution, best possible 14 (204.63 seconds)
Cbc0010I After 101810 nodes, 25371 on tree, 15 best solution, best possible 14 (205.33 seconds)
Cbc0010I After 102150 nodes, 25528 on tree, 15 best solution, best possible 14 (206.03 seconds)
Cbc0010I After 102555 nodes, 25693 on tree, 15 best solution, best possible 14 (206.74 seconds)
Cbc0010I After 102964 nodes, 25828 on tree, 15 best solution, best possible 14 (207.44 seconds)
Cbc0010I After 103299 nodes, 25984 on tree, 15 best solution, best possible 14 (208.15 seconds)
Cbc0010I After 103652 nodes, 26142 on tree, 15 best solution, best possible 14 (208.85 seconds)
Cbc0010I After 104033 nodes, 26289 on tree, 15 best solution, best possible 14 (209.55 seconds)
Cbc0010I After 104567 nodes, 26325 on tree, 15 best solution, best possible 14 (210.26 seconds)
Cbc0010I After 105045 nodes, 26436 on tree, 15 best solution, best possible 14 (210.96 seconds)
Cbc0010I After 105380 nodes, 26619 on tree, 15 best solution, best possible 14 (211.67 seconds)
Cbc0010I After 105687 nodes, 26789 on tree, 15 best solution, best possible 14 (212.37 seconds)
Cbc0010I After 106006 nodes, 26944 on tree, 15 best solution, best possible 14 (213.07 seconds)
Cbc0010I After 106353 nodes, 27096 on tree, 15 best solution, best possible 14 (213.78 seconds)
Cbc0010I After 106721 nodes, 27240 on tree, 15 best solution, best possible 14 (214.48 seconds)
Cbc0010I After 107077 nodes, 27357 on tree, 15 best solution, best possible 14 (215.18 seconds)
Cbc0010I After 107418 nodes, 27487 on tree, 15 best solution, best possible 14 (215.89 seconds)
Cbc0010I After 107774 nodes, 27637 on tree, 15 best solution, best possible 14 (216.59 seconds)
Cbc0010I After 108184 nodes, 27757 on tree, 15 best solution, best possible 14 (217.30 seconds)
Cbc0010I After 108703 nodes, 27780 on tree, 15 best solution, best possible 14 (218.00 seconds)
Cbc0010I After 109140 nodes, 27903 on tree, 15 best solution, best possible 14 (218.70 seconds)
Cbc0010I After 109477 nodes, 28082 on tree, 15 best solution, best possible 14 (219.41 seconds)
Cbc0010I After 109811 nodes, 28273 on tree, 15 best solution, best possible 14 (220.11 seconds)
Cbc0010I After 110158 nodes, 28441 on tree, 15 best solution, best possible 14 (220.81 seconds)
Cbc0010I After 110545 nodes, 28601 on tree, 15 best solution, best possible 14 (221.52 seconds)
Cbc0010I After 110938 nodes, 28769 on tree, 15 best solution, best possible 14 (222.22 seconds)
Cbc0010I After 111342 nodes, 28935 on tree, 15 best solution, best possible 14 (222.93 seconds)
Cbc0010I After 111734 nodes, 29091 on tree, 15 best solution, best possible 14 (223.63 seconds)
Cbc0010I After 112122 nodes, 29212 on tree, 15 best solution, best possible 14 (224.34 seconds)
Cbc0010I After 112623 nodes, 29240 on tree, 15 best solution, best possible 14 (225.04 seconds)
Cbc0010I After 113055 nodes, 29254 on tree, 15 best solution, best possible 14 (225.75 seconds)
Cbc0010I After 113364 nodes, 29401 on tree, 15 best solution, best possible 14 (226.45 seconds)
Cbc0010I After 113704 nodes, 29586 on tree, 15 best solution, best possible 14 (227.15 seconds)
Cbc0010I After 114004 nodes, 29719 on tree, 15 best solution, best possible 14 (227.86 seconds)
Cbc0010I After 114369 nodes, 29884 on tree, 15 best solution, best possible 14 (228.56 seconds)
Cbc0010I After 114771 nodes, 30035 on tree, 15 best solution, best possible 14 (229.27 seconds)
Cbc0010I After 115161 nodes, 30193 on tree, 15 best solution, best possible 14 (229.97 seconds)
Cbc0010I After 115513 nodes, 30362 on tree, 15 best solution, best possible 14 (230.68 seconds)
Cbc0010I After 115856 nodes, 30520 on tree, 15 best solution, best possible 14 (231.38 seconds)
Cbc0010I After 116305 nodes, 30614 on tree, 15 best solution, best possible 14 (232.09 seconds)
Cbc0010I After 116773 nodes, 30623 on tree, 15 best solution, best possible 14 (232.79 seconds)
Cbc0010I After 117136 nodes, 30682 on tree, 15 best solution, best possible 14 (233.49 seconds)
Cbc0010I After 117449 nodes, 30838 on tree, 15 best solution, best possible 14 (234.20 seconds)
Cbc0010I After 117762 nodes, 30995 on tree, 15 best solution, best possible 14 (234.90 seconds)
Cbc0010I After 118092 nodes, 31156 on tree, 15 best solution, best possible 14 (235.61 seconds)
Cbc0010I After 118473 nodes, 31322 on tree, 15 best solution, best possible 14 (236.31 seconds)
Cbc0010I After 118876 nodes, 31480 on tree, 15 best solution, best possible 14 (237.01 seconds)
Cbc0010I After 119268 nodes, 31637 on tree, 15 best solution, best possible 14 (237.72 seconds)
Cbc0010I After 119630 nodes, 31791 on tree, 15 best solution, best possible 14 (238.42 seconds)
Cbc0010I After 120017 nodes, 31941 on tree, 15 best solution, best possible 14 (239.13 seconds)
Cbc0010I After 120540 nodes, 31966 on tree, 15 best solution, best possible 14 (239.83 seconds)
Cbc0010I After 120974 nodes, 31994 on tree, 15 best solution, best possible 14 (240.53 seconds)
Cbc0010I After 121306 nodes, 32150 on tree, 15 best solution, best possible 14 (241.24 seconds)
Cbc0010I After 121623 nodes, 32302 on tree, 15 best solution, best possible 14 (241.94 seconds)
Cbc0010I After 121971 nodes, 32480 on tree, 15 best solution, best possible 14 (242.65 seconds)
Cbc0010I After 122347 nodes, 32644 on tree, 15 best solution, best possible 14 (243.35 seconds)
Cbc0010I After 122752 nodes, 32799 on tree, 15 best solution, best possible 14 (244.05 seconds)
Cbc0010I After 123146 nodes, 32949 on tree, 15 best solution, best possible 14 (244.76 seconds)
Cbc0010I After 123511 nodes, 33092 on tree, 15 best solution, best possible 14 (245.46 seconds)
Cbc0010I After 123906 nodes, 33253 on tree, 15 best solution, best possible 14 (246.17 seconds)
Cbc0010I After 124393 nodes, 33307 on tree, 15 best solution, best possible 14 (246.88 seconds)
Cbc0010I After 124843 nodes, 33303 on tree, 15 best solution, best possible 14 (247.58 seconds)
Cbc0010I After 125205 nodes, 33432 on tree, 15 best solution, best possible 14 (248.28 seconds)
Cbc0010I After 125517 nodes, 33604 on tree, 15 best solution, best possible 14 (248.99 seconds)
Cbc0010I After 125850 nodes, 33766 on tree, 15 best solution, best possible 14 (249.70 seconds)
Cbc0010I After 126186 nodes, 33908 on tree, 15 best solution, best possible 14 (250.40 seconds)
Cbc0010I After 126555 nodes, 34069 on tree, 15 best solution, best possible 14 (251.10 seconds)
Cbc0010I After 126945 nodes, 34228 on tree, 15 best solution, best possible 14 (251.81 seconds)
Cbc0010I After 127366 nodes, 34403 on tree, 15 best solution, best possible 14 (252.51 seconds)
Cbc0010I After 127794 nodes, 34603 on tree, 15 best solution, best possible 14 (253.22 seconds)
Cbc0010I After 128280 nodes, 34759 on tree, 15 best solution, best possible 14 (253.92 seconds)
Cbc0010I After 128778 nodes, 34751 on tree, 15 best solution, best possible 14 (254.63 seconds)
Cbc0010I After 129192 nodes, 34865 on tree, 15 best solution, best possible 14 (255.33 seconds)
Cbc0010I After 129486 nodes, 35026 on tree, 15 best solution, best possible 14 (256.04 seconds)
Cbc0010I After 129774 nodes, 35155 on tree, 15 best solution, best possible 14 (256.74 seconds)
Cbc0010I After 130113 nodes, 35321 on tree, 15 best solution, best possible 14 (257.45 seconds)
Cbc0010I After 130490 nodes, 35484 on tree, 15 best solution, best possible 14 (258.15 seconds)
Cbc0010I After 130890 nodes, 35630 on tree, 15 best solution, best possible 14 (258.86 seconds)
Cbc0010I After 131301 nodes, 35833 on tree, 15 best solution, best possible 14 (259.56 seconds)
Cbc0010I After 131737 nodes, 36055 on tree, 15 best solution, best possible 14 (260.27 seconds)
Cbc0010I After 132155 nodes, 36108 on tree, 15 best solution, best possible 14 (260.97 seconds)
Cbc0010I After 132663 nodes, 36125 on tree, 15 best solution, best possible 14 (261.68 seconds)
Cbc0010I After 133054 nodes, 36189 on tree, 15 best solution, best possible 14 (262.38 seconds)
Cbc0010I After 133359 nodes, 36331 on tree, 15 best solution, best possible 14 (263.09 seconds)
Cbc0010I After 133704 nodes, 36505 on tree, 15 best solution, best possible 14 (263.79 seconds)
Cbc0010I After 134041 nodes, 36670 on tree, 15 best solution, best possible 14 (264.50 seconds)
Cbc0010I After 134414 nodes, 36840 on tree, 15 best solution, best possible 14 (265.20 seconds)
Cbc0010I After 134787 nodes, 37013 on tree, 15 best solution, best possible 14 (265.91 seconds)
Cbc0010I After 135202 nodes, 37165 on tree, 15 best solution, best possible 14 (266.61 seconds)
Cbc0010I After 135611 nodes, 37317 on tree, 15 best solution, best possible 14 (267.32 seconds)
Cbc0010I After 135996 nodes, 37359 on tree, 15 best solution, best possible 14 (268.02 seconds)
Cbc0010I After 136485 nodes, 37388 on tree, 15 best solution, best possible 14 (268.72 seconds)
Cbc0010I After 136986 nodes, 37463 on tree, 15 best solution, best possible 14 (269.43 seconds)
Cbc0010I After 137315 nodes, 37634 on tree, 15 best solution, best possible 14 (270.13 seconds)
Cbc0010I After 137643 nodes, 37795 on tree, 15 best solution, best possible 14 (270.84 seconds)
Cbc0010I After 137970 nodes, 37952 on tree, 15 best solution, best possible 14 (271.54 seconds)
Cbc0010I After 138338 nodes, 38115 on tree, 15 best solution, best possible 14 (272.25 seconds)
Cbc0010I After 138738 nodes, 38270 on tree, 15 best solution, best possible 14 (272.95 seconds)
Cbc0010I After 139114 nodes, 38411 on tree, 15 best solution, best possible 14 (273.66 seconds)
Cbc0010I After 139534 nodes, 38600 on tree, 15 best solution, best possible 14 (274.36 seconds)
Cbc0010I After 139944 nodes, 38730 on tree, 15 best solution, best possible 14 (275.07 seconds)
Cbc0010I After 140456 nodes, 38790 on tree, 15 best solution, best possible 14 (275.77 seconds)
Cbc0010I After 140989 nodes, 38840 on tree, 15 best solution, best possible 14 (276.48 seconds)
Cbc0010I After 141294 nodes, 38988 on tree, 15 best solution, best possible 14 (277.18 seconds)
Cbc0010I After 141591 nodes, 39136 on tree, 15 best solution, best possible 14 (277.89 seconds)
Cbc0010I After 141910 nodes, 39298 on tree, 15 best solution, best possible 14 (278.60 seconds)
Cbc0010I After 142234 nodes, 39449 on tree, 15 best solution, best possible 14 (279.30 seconds)
Cbc0010I After 142599 nodes, 39584 on tree, 15 best solution, best possible 14 (280.01 seconds)
Cbc0010I After 142952 nodes, 39729 on tree, 15 best solution, best possible 14 (280.71 seconds)
Cbc0010I After 143367 nodes, 39886 on tree, 15 best solution, best possible 14 (281.42 seconds)
Cbc0010I After 143749 nodes, 40053 on tree, 15 best solution, best possible 14 (282.12 seconds)
Cbc0010I After 144171 nodes, 40168 on tree, 15 best solution, best possible 14 (282.83 seconds)
Cbc0010I After 144582 nodes, 40170 on tree, 15 best solution, best possible 14 (283.53 seconds)
Cbc0010I After 145015 nodes, 40178 on tree, 15 best solution, best possible 14 (284.24 seconds)
Cbc0010I After 145257 nodes, 40299 on tree, 15 best solution, best possible 14.011999 (284.94 seconds)
Cbc0010I After 145525 nodes, 40432 on tree, 15 best solution, best possible 14.024998 (285.65 seconds)
Cbc0010I After 145806 nodes, 40573 on tree, 15 best solution, best possible 14.03125 (286.36 seconds)
Cbc0010I After 146108 nodes, 40714 on tree, 15 best solution, best possible 14.035714 (287.06 seconds)
Cbc0010I After 146460 nodes, 40861 on tree, 15 best solution, best possible 14.035714 (287.77 seconds)
Cbc0010I After 146823 nodes, 40996 on tree, 15 best solution, best possible 14.035714 (288.48 seconds)
Cbc0010I After 147184 nodes, 41123 on tree, 15 best solution, best possible 14.035714 (289.18 seconds)
Cbc0010I After 147530 nodes, 41260 on tree, 15 best solution, best possible 14.035714 (289.88 seconds)
Cbc0010I After 147879 nodes, 41408 on tree, 15 best solution, best possible 14.035714 (290.59 seconds)
Cbc0010I After 148299 nodes, 41476 on tree, 15 best solution, best possible 14.035714 (291.29 seconds)
Cbc0010I After 148703 nodes, 41484 on tree, 15 best solution, best possible 14.035714 (292.00 seconds)
Cbc0010I After 149076 nodes, 41518 on tree, 15 best solution, best possible 14.035714 (292.70 seconds)
Cbc0010I After 149386 nodes, 41673 on tree, 15 best solution, best possible 14.041667 (293.41 seconds)
Cbc0010I After 149666 nodes, 41809 on tree, 15 best solution, best possible 14.049997 (294.12 seconds)
Cbc0010I After 149991 nodes, 41974 on tree, 15 best solution, best possible 14.05 (294.82 seconds)
Cbc0010I After 150308 nodes, 42116 on tree, 15 best solution, best possible 14.05 (295.53 seconds)
Cbc0010I After 150657 nodes, 42255 on tree, 15 best solution, best possible 14.05 (296.23 seconds)
