Welcome to the CBC MILP Solver
Version: Devel (unstable)
Build Date: Apr 26 2022
command line - -import /home/danilo/cbc-test-set/50v-10.mps.gz -timeM elapsed -seconds 10800 -solve -solu sol-final-knap/50v-10.txt -quit (default strategy 1)
At line 1 NAME          50v-10
At line 2 ROWS
At line 237 COLUMNS
At line 4632 RHS
At line 4659 BOUNDS
At line 6307 ENDATA
Problem 50v-10 has 233 rows, 2013 columns and 2745 elements
Coin0008I 50v-10 read with 0 errors
seconds was changed from 1e+08 to 10800
Continuous objective value is 2879.07 - 0.100023 seconds
Cgl0004I processed model has 233 rows, 2013 columns (1647 integer (1464 of which binary)) and 2745 elements
Coin3009W Conflict graph built in 0.002 seconds, density: 0.018%
Cgl0015I Clique Strengthening extended 0 cliques, 0 were dominated
Cbc0038I Initial state - 29 integers unsatisfied sum - 8.7963
Cbc0038I Solution found of 2879.07
Cbc0038I Branch and bound needed to clear up 29 general integers
Cbc0038I Full problem 233 rows 2013 columns, reduced to 233 rows 549 columns
Cbc0038I Cleaned solution of 6627.51
Cbc0038I Before mini branch and bound, 1618 integers at bound fixed and 337 continuous
Cbc0038I Mini branch and bound did not improve solution (0.94 seconds)
Cbc0038I Round again with cutoff of 6252.67
Cbc0038I Solution found of 2879.07
Cbc0038I Branch and bound needed to clear up 29 general integers
Cbc0038I Full problem 234 rows 2013 columns, reduced to 234 rows 549 columns
Cbc0038I Mini branch and bound could not fix general integers
Cbc0038I No solution found this major pass
Cbc0038I Before mini branch and bound, 1618 integers at bound fixed and 337 continuous
Cbc0038I Mini branch and bound did not improve solution (1.98 seconds)
Cbc0038I After 1.98 seconds - Feasibility pump exiting with objective of 6627.51 - took 1.89 seconds
Cbc0012I Integer solution of 6627.51 found by feasibility pump after 0 iterations and 0 nodes (2.00 seconds)
Cbc0038I Full problem 233 rows 2013 columns, reduced to 20 rows 33 columns
Cbc0012I Integer solution of 6621.18 found by RINS after 0 iterations and 0 nodes (5.24 seconds)
Cbc0012I Integer solution of 6427.1 found by DiveCoefficient after 1239 iterations and 0 nodes (12.72 seconds)
Cbc0031I 73 added rows had average density of 231.79452
Cbc0013I At root node, 73 cuts changed objective from 2879.0657 to 3161.7528 in 15 passes
Cbc0014I Cut generator 0 (Probing) - 6 row cuts average 103.0 elements, 1 column cuts (1 active)  in 5.409 seconds - new frequency is -100
Cbc0014I Cut generator 1 (Gomory) - 249 row cuts average 381.3 elements, 0 column cuts (0 active)  in 0.379 seconds - new frequency is 1
Cbc0014I Cut generator 2 (Knapsack) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.072 seconds - new frequency is -100
Cbc0014I Cut generator 3 (liftKnapsack) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.144 seconds - new frequency is -100
Cbc0014I Cut generator 4 (Clique) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.001 seconds - new frequency is -100
Cbc0014I Cut generator 5 (OddWheel) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.001 seconds - new frequency is -100
Cbc0014I Cut generator 6 (MixedIntegerRounding2) - 94 row cuts average 168.4 elements, 0 column cuts (0 active)  in 0.178 seconds - new frequency is 1
Cbc0014I Cut generator 7 (FlowCover) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.126 seconds - new frequency is -100
Cbc0014I Cut generator 8 (TwoMirCuts) - 219 row cuts average 225.5 elements, 0 column cuts (0 active)  in 0.221 seconds - new frequency is -100
Cbc0010I After 0 nodes, 1 on tree, 6427.1 best solution, best possible 3161.7528 (14.81 seconds)
Cbc0010I After 11682 nodes, 2869 on tree, 3864.89 best solution, best possible 3175.2067 (151.12 seconds)
Cbc0010I After 11696 nodes, 2876 on tree, 3864.89 best solution, best possible 3175.2478 (151.88 seconds)
Cbc0010I After 11710 nodes, 2883 on tree, 3864.89 best solution, best possible 3175.2994 (152.73 seconds)
Cbc0010I After 11724 nodes, 2890 on tree, 3864.89 best solution, best possible 3175.3682 (153.43 seconds)
Cbc0010I After 11736 nodes, 2896 on tree, 3864.89 best solution, best possible 3175.4271 (154.35 seconds)
Cbc0010I After 11756 nodes, 2906 on tree, 3864.89 best solution, best possible 3175.537 (155.05 seconds)
Cbc0010I After 11772 nodes, 2914 on tree, 3864.89 best solution, best possible 3175.6069 (155.83 seconds)
Cbc0010I After 11785 nodes, 2921 on tree, 3864.89 best solution, best possible 3175.6618 (156.53 seconds)
Cbc0010I After 11796 nodes, 2926 on tree, 3864.89 best solution, best possible 3175.6966 (157.27 seconds)
Cbc0010I After 11812 nodes, 2934 on tree, 3864.89 best solution, best possible 3175.7484 (158.02 seconds)
Cbc0010I After 11822 nodes, 2939 on tree, 3864.89 best solution, best possible 3175.7639 (158.74 seconds)
Cbc0010I After 11835 nodes, 2946 on tree, 3864.89 best solution, best possible 3175.7798 (159.53 seconds)
Cbc0010I After 11847 nodes, 2952 on tree, 3864.89 best solution, best possible 3175.8089 (160.23 seconds)
Cbc0010I After 11860 nodes, 2958 on tree, 3864.89 best solution, best possible 3175.8526 (161.07 seconds)
Cbc0010I After 11871 nodes, 2964 on tree, 3864.89 best solution, best possible 3175.8798 (161.80 seconds)
Cbc0010I After 11884 nodes, 2970 on tree, 3864.89 best solution, best possible 3175.9341 (162.57 seconds)
Cbc0010I After 11903 nodes, 2980 on tree, 3864.89 best solution, best possible 3175.9764 (163.28 seconds)
Cbc0010I After 11920 nodes, 2988 on tree, 3864.89 best solution, best possible 3176.0313 (164.02 seconds)
Cbc0010I After 11936 nodes, 2996 on tree, 3864.89 best solution, best possible 3176.0486 (164.76 seconds)
Cbc0010I After 11946 nodes, 3001 on tree, 3864.89 best solution, best possible 3176.0864 (165.59 seconds)
Cbc0010I After 11957 nodes, 3007 on tree, 3864.89 best solution, best possible 3176.1031 (166.36 seconds)
Cbc0010I After 11972 nodes, 3014 on tree, 3864.89 best solution, best possible 3176.1472 (167.08 seconds)
Cbc0010I After 11989 nodes, 3023 on tree, 3864.89 best solution, best possible 3176.1905 (167.78 seconds)
Cbc0010I After 11997 nodes, 3027 on tree, 3864.89 best solution, best possible 3176.2078 (168.50 seconds)
Cbc0010I After 12012 nodes, 3034 on tree, 3864.89 best solution, best possible 3176.247 (169.32 seconds)
Cbc0010I After 12028 nodes, 3042 on tree, 3864.89 best solution, best possible 3176.3005 (170.04 seconds)
Cbc0010I After 12046 nodes, 3051 on tree, 3864.89 best solution, best possible 3176.321 (170.82 seconds)
Cbc0010I After 12062 nodes, 3059 on tree, 3864.89 best solution, best possible 3176.3573 (171.56 seconds)
Cbc0010I After 12078 nodes, 3067 on tree, 3864.89 best solution, best possible 3176.4079 (172.40 seconds)
Cbc0010I After 12093 nodes, 3075 on tree, 3864.89 best solution, best possible 3176.4306 (173.12 seconds)
Cbc0010I After 12103 nodes, 3080 on tree, 3864.89 best solution, best possible 3176.4551 (173.83 seconds)
Cbc0010I After 12114 nodes, 3085 on tree, 3864.89 best solution, best possible 3176.5008 (174.54 seconds)
Cbc0010I After 12126 nodes, 3091 on tree, 3864.89 best solution, best possible 3176.5198 (175.30 seconds)
Cbc0010I After 12140 nodes, 3098 on tree, 3864.89 best solution, best possible 3176.5468 (176.25 seconds)
Cbc0010I After 12150 nodes, 3103 on tree, 3864.89 best solution, best possible 3176.5697 (176.97 seconds)
Cbc0010I After 12162 nodes, 3109 on tree, 3864.89 best solution, best possible 3176.6041 (177.73 seconds)
Cbc0010I After 12178 nodes, 3117 on tree, 3864.89 best solution, best possible 3176.6699 (178.46 seconds)
Cbc0010I After 12189 nodes, 3123 on tree, 3864.89 best solution, best possible 3176.6897 (179.22 seconds)
Cbc0010I After 12198 nodes, 3127 on tree, 3864.89 best solution, best possible 3176.7065 (180.03 seconds)
Cbc0010I After 12218 nodes, 3137 on tree, 3864.89 best solution, best possible 3176.7898 (180.74 seconds)
Cbc0010I After 12231 nodes, 3144 on tree, 3864.89 best solution, best possible 3176.8371 (181.47 seconds)
Cbc0010I After 12248 nodes, 3152 on tree, 3864.89 best solution, best possible 3176.8812 (182.24 seconds)
Cbc0010I After 12261 nodes, 3159 on tree, 3864.89 best solution, best possible 3176.893 (182.95 seconds)
Cbc0010I After 12282 nodes, 3169 on tree, 3864.89 best solution, best possible 3176.9525 (183.68 seconds)
Cbc0010I After 12298 nodes, 3177 on tree, 3864.89 best solution, best possible 3176.9782 (184.42 seconds)
Cbc0010I After 12310 nodes, 3183 on tree, 3864.89 best solution, best possible 3177.0025 (185.15 seconds)
Cbc0010I After 12323 nodes, 3190 on tree, 3864.89 best solution, best possible 3177.0136 (185.90 seconds)
Cbc0010I After 12335 nodes, 3196 on tree, 3864.89 best solution, best possible 3177.0327 (186.61 seconds)
Cbc0010I After 12345 nodes, 3201 on tree, 3864.89 best solution, best possible 3177.0539 (187.32 seconds)
Cbc0010I After 12356 nodes, 3206 on tree, 3864.89 best solution, best possible 3177.0756 (188.02 seconds)
Cbc0010I After 12375 nodes, 3216 on tree, 3864.89 best solution, best possible 3177.1098 (188.75 seconds)
Cbc0010I After 12389 nodes, 3223 on tree, 3864.89 best solution, best possible 3177.124 (189.48 seconds)
Cbc0010I After 12400 nodes, 3228 on tree, 3864.89 best solution, best possible 3177.1394 (190.20 seconds)
Cbc0010I After 12414 nodes, 3235 on tree, 3864.89 best solution, best possible 3177.1642 (190.92 seconds)
Cbc0010I After 12430 nodes, 3243 on tree, 3864.89 best solution, best possible 3177.193 (191.72 seconds)
Cbc0010I After 12446 nodes, 3251 on tree, 3864.89 best solution, best possible 3177.2346 (192.57 seconds)
Cbc0010I After 12460 nodes, 3258 on tree, 3864.89 best solution, best possible 3177.2547 (193.32 seconds)
Cbc0010I After 12472 nodes, 3264 on tree, 3864.89 best solution, best possible 3177.2793 (194.10 seconds)
Cbc0010I After 12484 nodes, 3270 on tree, 3864.89 best solution, best possible 3177.2925 (194.86 seconds)
Cbc0010I After 12498 nodes, 3277 on tree, 3864.89 best solution, best possible 3177.3169 (195.58 seconds)
Cbc0010I After 12513 nodes, 3285 on tree, 3864.89 best solution, best possible 3177.3354 (196.31 seconds)
Cbc0010I After 12531 nodes, 3294 on tree, 3864.89 best solution, best possible 3177.3711 (197.01 seconds)
Cbc0010I After 12545 nodes, 3301 on tree, 3864.89 best solution, best possible 3177.391 (197.72 seconds)
Cbc0010I After 12565 nodes, 3311 on tree, 3864.89 best solution, best possible 3177.4287 (198.43 seconds)
Cbc0010I After 12578 nodes, 3317 on tree, 3864.89 best solution, best possible 3177.4544 (199.20 seconds)
Cbc0010I After 12592 nodes, 3324 on tree, 3864.89 best solution, best possible 3177.4825 (199.92 seconds)
Cbc0010I After 12603 nodes, 3330 on tree, 3864.89 best solution, best possible 3177.495 (200.64 seconds)
Cbc0010I After 12616 nodes, 3336 on tree, 3864.89 best solution, best possible 3177.5198 (201.39 seconds)
Cbc0010I After 12629 nodes, 3343 on tree, 3864.89 best solution, best possible 3177.5335 (202.12 seconds)
Cbc0010I After 12641 nodes, 3349 on tree, 3864.89 best solution, best possible 3177.5547 (202.83 seconds)
Cbc0010I After 12658 nodes, 3357 on tree, 3864.89 best solution, best possible 3177.5986 (203.58 seconds)
Cbc0010I After 12678 nodes, 3367 on tree, 3864.89 best solution, best possible 3177.6223 (204.43 seconds)
Cbc0010I After 12694 nodes, 3375 on tree, 3864.89 best solution, best possible 3177.6463 (205.23 seconds)
Cbc0010I After 12704 nodes, 3380 on tree, 3864.89 best solution, best possible 3177.6659 (206.00 seconds)
Cbc0010I After 12717 nodes, 3387 on tree, 3864.89 best solution, best possible 3177.6896 (206.71 seconds)
Cbc0010I After 12730 nodes, 3393 on tree, 3864.89 best solution, best possible 3177.7081 (207.50 seconds)
Cbc0010I After 12746 nodes, 3401 on tree, 3864.89 best solution, best possible 3177.7293 (208.21 seconds)
Cbc0010I After 12756 nodes, 3406 on tree, 3864.89 best solution, best possible 3177.7359 (208.97 seconds)
Cbc0010I After 12774 nodes, 3415 on tree, 3864.89 best solution, best possible 3177.7536 (209.70 seconds)
Cbc0010I After 12790 nodes, 3423 on tree, 3864.89 best solution, best possible 3177.7742 (210.41 seconds)
Cbc0010I After 12806 nodes, 3431 on tree, 3864.89 best solution, best possible 3177.7978 (211.16 seconds)
Cbc0010I After 12819 nodes, 3438 on tree, 3864.89 best solution, best possible 3177.8149 (211.87 seconds)
Cbc0010I After 12832 nodes, 3444 on tree, 3864.89 best solution, best possible 3177.829 (212.69 seconds)
Cbc0010I After 12846 nodes, 3451 on tree, 3864.89 best solution, best possible 3177.8437 (213.45 seconds)
Cbc0010I After 12858 nodes, 3457 on tree, 3864.89 best solution, best possible 3177.8526 (214.25 seconds)
Cbc0010I After 12872 nodes, 3464 on tree, 3864.89 best solution, best possible 3177.8908 (215.12 seconds)
Cbc0010I After 12882 nodes, 3469 on tree, 3864.89 best solution, best possible 3177.9204 (215.88 seconds)
Cbc0010I After 12893 nodes, 3475 on tree, 3864.89 best solution, best possible 3177.9544 (216.59 seconds)
Cbc0010I After 12902 nodes, 3479 on tree, 3864.89 best solution, best possible 3177.978 (217.34 seconds)
Cbc0010I After 12915 nodes, 3486 on tree, 3864.89 best solution, best possible 3177.9974 (218.07 seconds)
Cbc0010I After 12928 nodes, 3492 on tree, 3864.89 best solution, best possible 3178.0068 (218.89 seconds)
Cbc0010I After 12936 nodes, 3496 on tree, 3864.89 best solution, best possible 3178.0229 (219.64 seconds)
Cbc0010I After 12946 nodes, 3501 on tree, 3864.89 best solution, best possible 3178.0385 (220.41 seconds)
Cbc0010I After 12958 nodes, 3507 on tree, 3864.89 best solution, best possible 3178.0805 (221.13 seconds)
Cbc0010I After 12967 nodes, 3512 on tree, 3864.89 best solution, best possible 3178.0955 (221.83 seconds)
Cbc0010I After 12977 nodes, 3517 on tree, 3864.89 best solution, best possible 3178.1303 (222.53 seconds)
Cbc0010I After 12994 nodes, 3525 on tree, 3864.89 best solution, best possible 3178.1692 (223.25 seconds)
Cbc0010I After 13020 nodes, 3548 on tree, 3864.89 best solution, best possible 3178.181 (223.96 seconds)
Cbc0010I After 13077 nodes, 3605 on tree, 3864.89 best solution, best possible 3178.181 (224.68 seconds)
Cbc0010I After 13125 nodes, 3653 on tree, 3864.89 best solution, best possible 3178.181 (225.41 seconds)
Cbc0010I After 13190 nodes, 3718 on tree, 3864.89 best solution, best possible 3178.181 (226.12 seconds)
Cbc0010I After 13250 nodes, 3778 on tree, 3864.89 best solution, best possible 3178.181 (226.82 seconds)
Cbc0010I After 13320 nodes, 3848 on tree, 3864.89 best solution, best possible 3178.181 (227.53 seconds)
Cbc0010I After 13407 nodes, 3935 on tree, 3864.89 best solution, best possible 3178.181 (228.24 seconds)
Cbc0010I After 13490 nodes, 4018 on tree, 3864.89 best solution, best possible 3178.181 (228.95 seconds)
Cbc0010I After 13604 nodes, 4079 on tree, 3864.89 best solution, best possible 3178.181 (229.65 seconds)
Cbc0010I After 13716 nodes, 4059 on tree, 3864.89 best solution, best possible 3178.181 (230.35 seconds)
Cbc0010I After 13828 nodes, 4064 on tree, 3864.89 best solution, best possible 3178.181 (231.05 seconds)
Cbc0010I After 13947 nodes, 4058 on tree, 3864.89 best solution, best possible 3178.181 (231.75 seconds)
Cbc0010I After 14007 nodes, 4051 on tree, 3864.89 best solution, best possible 3178.1829 (232.47 seconds)
Cbc0010I After 14022 nodes, 4058 on tree, 3864.89 best solution, best possible 3178.2059 (233.20 seconds)
Cbc0010I After 14036 nodes, 4065 on tree, 3864.89 best solution, best possible 3178.2224 (233.90 seconds)
Cbc0010I After 14050 nodes, 4072 on tree, 3864.89 best solution, best possible 3178.2377 (234.60 seconds)
Cbc0010I After 14064 nodes, 4079 on tree, 3864.89 best solution, best possible 3178.2535 (235.43 seconds)
Cbc0010I After 14075 nodes, 4085 on tree, 3864.89 best solution, best possible 3178.2938 (236.22 seconds)
Cbc0010I After 14086 nodes, 4090 on tree, 3864.89 best solution, best possible 3178.3262 (236.95 seconds)
Cbc0010I After 14102 nodes, 4098 on tree, 3864.89 best solution, best possible 3178.3526 (237.66 seconds)
Cbc0010I After 14109 nodes, 4102 on tree, 3864.89 best solution, best possible 3178.3571 (238.38 seconds)
Cbc0010I After 14121 nodes, 4108 on tree, 3864.89 best solution, best possible 3178.3937 (239.16 seconds)
Cbc0010I After 14137 nodes, 4116 on tree, 3864.89 best solution, best possible 3178.4319 (239.88 seconds)
Cbc0010I After 14152 nodes, 4123 on tree, 3864.89 best solution, best possible 3178.4618 (240.61 seconds)
Cbc0010I After 14164 nodes, 4129 on tree, 3864.89 best solution, best possible 3178.4794 (241.31 seconds)
Cbc0010I After 14175 nodes, 4135 on tree, 3864.89 best solution, best possible 3178.4956 (242.04 seconds)
Cbc0010I After 14188 nodes, 4141 on tree, 3864.89 best solution, best possible 3178.5212 (242.80 seconds)
Cbc0010I After 14202 nodes, 4148 on tree, 3864.89 best solution, best possible 3178.5454 (243.56 seconds)
Cbc0010I After 14212 nodes, 4153 on tree, 3864.89 best solution, best possible 3178.5551 (244.34 seconds)
Cbc0010I After 14224 nodes, 4159 on tree, 3864.89 best solution, best possible 3178.5677 (245.12 seconds)
Cbc0010I After 14238 nodes, 4166 on tree, 3864.89 best solution, best possible 3178.5875 (245.85 seconds)
Cbc0010I After 14247 nodes, 4171 on tree, 3864.89 best solution, best possible 3178.6063 (246.56 seconds)
Cbc0010I After 14260 nodes, 4177 on tree, 3864.89 best solution, best possible 3178.6239 (247.35 seconds)
Cbc0010I After 14270 nodes, 4182 on tree, 3864.89 best solution, best possible 3178.6503 (248.09 seconds)
Cbc0010I After 14288 nodes, 4191 on tree, 3864.89 best solution, best possible 3178.6674 (248.86 seconds)
Cbc0010I After 14302 nodes, 4198 on tree, 3864.89 best solution, best possible 3178.6863 (249.59 seconds)
Cbc0010I After 14309 nodes, 4201 on tree, 3864.89 best solution, best possible 3178.6966 (250.37 seconds)
Cbc0010I After 14320 nodes, 4207 on tree, 3864.89 best solution, best possible 3178.7045 (251.09 seconds)
Cbc0010I After 14335 nodes, 4214 on tree, 3864.89 best solution, best possible 3178.7348 (251.80 seconds)
Cbc0010I After 14349 nodes, 4221 on tree, 3864.89 best solution, best possible 3178.7687 (252.52 seconds)
Cbc0010I After 14361 nodes, 4227 on tree, 3864.89 best solution, best possible 3178.7849 (253.31 seconds)
Cbc0010I After 14370 nodes, 4232 on tree, 3864.89 best solution, best possible 3178.8036 (254.04 seconds)
Cbc0010I After 14383 nodes, 4238 on tree, 3864.89 best solution, best possible 3178.8341 (254.77 seconds)
Cbc0010I After 14393 nodes, 4243 on tree, 3864.89 best solution, best possible 3178.8864 (255.53 seconds)
Cbc0010I After 14408 nodes, 4251 on tree, 3864.89 best solution, best possible 3178.9058 (256.24 seconds)
Cbc0010I After 14423 nodes, 4258 on tree, 3864.89 best solution, best possible 3178.9333 (257.04 seconds)
Cbc0010I After 14436 nodes, 4265 on tree, 3864.89 best solution, best possible 3178.9557 (257.78 seconds)
Cbc0010I After 14448 nodes, 4271 on tree, 3864.89 best solution, best possible 3178.9784 (258.57 seconds)
Cbc0010I After 14459 nodes, 4276 on tree, 3864.89 best solution, best possible 3178.9988 (259.59 seconds)
Cbc0010I After 14472 nodes, 4283 on tree, 3864.89 best solution, best possible 3179.02 (260.35 seconds)
Cbc0010I After 14484 nodes, 4289 on tree, 3864.89 best solution, best possible 3179.0516 (261.06 seconds)
Cbc0010I After 14500 nodes, 4297 on tree, 3864.89 best solution, best possible 3179.0783 (261.83 seconds)
Cbc0010I After 14513 nodes, 4303 on tree, 3864.89 best solution, best possible 3179.1067 (262.57 seconds)
Cbc0010I After 14527 nodes, 4310 on tree, 3864.89 best solution, best possible 3179.1229 (263.30 seconds)
Cbc0010I After 14538 nodes, 4316 on tree, 3864.89 best solution, best possible 3179.1308 (264.04 seconds)
Cbc0010I After 14547 nodes, 4320 on tree, 3864.89 best solution, best possible 3179.1404 (264.79 seconds)
Cbc0010I After 14557 nodes, 4325 on tree, 3864.89 best solution, best possible 3179.1681 (265.51 seconds)
Cbc0010I After 14571 nodes, 4332 on tree, 3864.89 best solution, best possible 3179.1887 (266.23 seconds)
Cbc0010I After 14579 nodes, 4336 on tree, 3864.89 best solution, best possible 3179.2193 (267.02 seconds)
Cbc0010I After 14595 nodes, 4344 on tree, 3864.89 best solution, best possible 3179.2268 (267.80 seconds)
Cbc0010I After 14608 nodes, 4351 on tree, 3864.89 best solution, best possible 3179.2483 (268.51 seconds)
Cbc0010I After 14619 nodes, 4356 on tree, 3864.89 best solution, best possible 3179.2771 (269.40 seconds)
Cbc0010I After 14628 nodes, 4361 on tree, 3864.89 best solution, best possible 3179.2872 (270.16 seconds)
Cbc0010I After 14639 nodes, 4366 on tree, 3864.89 best solution, best possible 3179.3021 (270.97 seconds)
Cbc0010I After 14651 nodes, 4372 on tree, 3864.89 best solution, best possible 3179.3173 (271.73 seconds)
Cbc0010I After 14664 nodes, 4379 on tree, 3864.89 best solution, best possible 3179.3263 (272.44 seconds)
Cbc0010I After 14679 nodes, 4386 on tree, 3864.89 best solution, best possible 3179.3535 (273.26 seconds)
Cbc0010I After 14691 nodes, 4392 on tree, 3864.89 best solution, best possible 3179.3656 (274.05 seconds)
Cbc0010I After 14706 nodes, 4400 on tree, 3864.89 best solution, best possible 3179.3952 (274.84 seconds)
Cbc0010I After 14717 nodes, 4405 on tree, 3864.89 best solution, best possible 3179.4336 (275.61 seconds)
Cbc0010I After 14731 nodes, 4412 on tree, 3864.89 best solution, best possible 3179.4643 (276.36 seconds)
Cbc0010I After 14745 nodes, 4419 on tree, 3864.89 best solution, best possible 3179.4785 (277.12 seconds)
Cbc0010I After 14759 nodes, 4426 on tree, 3864.89 best solution, best possible 3179.5166 (277.84 seconds)
Cbc0010I After 14772 nodes, 4433 on tree, 3864.89 best solution, best possible 3179.5335 (278.55 seconds)
Cbc0010I After 14785 nodes, 4439 on tree, 3864.89 best solution, best possible 3179.5632 (279.27 seconds)
Cbc0010I After 14802 nodes, 4448 on tree, 3864.89 best solution, best possible 3179.5903 (279.99 seconds)
Cbc0010I After 14813 nodes, 4453 on tree, 3864.89 best solution, best possible 3179.6005 (280.70 seconds)
Cbc0010I After 14820 nodes, 4457 on tree, 3864.89 best solution, best possible 3179.6104 (281.41 seconds)
Cbc0010I After 14831 nodes, 4462 on tree, 3864.89 best solution, best possible 3179.6157 (282.23 seconds)
Cbc0010I After 14844 nodes, 4469 on tree, 3864.89 best solution, best possible 3179.6265 (282.99 seconds)
Cbc0010I After 14859 nodes, 4476 on tree, 3864.89 best solution, best possible 3179.6408 (283.79 seconds)
Cbc0010I After 14871 nodes, 4482 on tree, 3864.89 best solution, best possible 3179.6585 (284.67 seconds)
Cbc0010I After 14879 nodes, 4486 on tree, 3864.89 best solution, best possible 3179.6862 (285.45 seconds)
Cbc0010I After 14889 nodes, 4491 on tree, 3864.89 best solution, best possible 3179.7081 (286.18 seconds)
Cbc0010I After 14900 nodes, 4497 on tree, 3864.89 best solution, best possible 3179.7219 (286.90 seconds)
Cbc0010I After 14909 nodes, 4501 on tree, 3864.89 best solution, best possible 3179.7427 (287.64 seconds)
Cbc0010I After 14919 nodes, 4506 on tree, 3864.89 best solution, best possible 3179.7561 (288.37 seconds)
Cbc0010I After 14935 nodes, 4514 on tree, 3864.89 best solution, best possible 3179.7779 (289.12 seconds)
Cbc0010I After 14943 nodes, 4518 on tree, 3864.89 best solution, best possible 3179.7823 (289.87 seconds)
Cbc0010I After 14957 nodes, 4525 on tree, 3864.89 best solution, best possible 3179.795 (290.58 seconds)
Cbc0010I After 14975 nodes, 4534 on tree, 3864.89 best solution, best possible 3179.8124 (291.38 seconds)
Cbc0010I After 14989 nodes, 4541 on tree, 3864.89 best solution, best possible 3179.8299 (292.11 seconds)
Cbc0010I After 15000 nodes, 4547 on tree, 3864.89 best solution, best possible 3179.846 (292.84 seconds)
Cbc0010I After 15011 nodes, 4552 on tree, 3864.89 best solution, best possible 3179.8593 (293.54 seconds)
Cbc0010I After 15023 nodes, 4558 on tree, 3864.89 best solution, best possible 3179.8765 (294.28 seconds)
Cbc0010I After 15033 nodes, 4563 on tree, 3864.89 best solution, best possible 3179.8863 (295.09 seconds)
Cbc0010I After 15043 nodes, 4568 on tree, 3864.89 best solution, best possible 3179.9031 (295.83 seconds)
Cbc0010I After 15055 nodes, 4574 on tree, 3864.89 best solution, best possible 3179.9162 (296.58 seconds)
Cbc0010I After 15067 nodes, 4580 on tree, 3864.89 best solution, best possible 3179.9207 (297.30 seconds)
Cbc0010I After 15083 nodes, 4588 on tree, 3864.89 best solution, best possible 3179.9508 (298.03 seconds)
Cbc0010I After 15099 nodes, 4596 on tree, 3864.89 best solution, best possible 3179.9587 (298.74 seconds)
Cbc0010I After 15112 nodes, 4603 on tree, 3864.89 best solution, best possible 3179.9819 (299.44 seconds)
Cbc0010I After 15125 nodes, 4609 on tree, 3864.89 best solution, best possible 3179.9956 (300.15 seconds)
Cbc0010I After 15135 nodes, 4614 on tree, 3864.89 best solution, best possible 3180.0079 (300.92 seconds)
Cbc0010I After 15147 nodes, 4620 on tree, 3864.89 best solution, best possible 3180.0241 (301.63 seconds)
Cbc0010I After 15161 nodes, 4627 on tree, 3864.89 best solution, best possible 3180.0414 (302.34 seconds)
Cbc0010I After 15173 nodes, 4633 on tree, 3864.89 best solution, best possible 3180.0511 (303.25 seconds)
Cbc0010I After 15187 nodes, 4640 on tree, 3864.89 best solution, best possible 3180.0685 (304.07 seconds)
Cbc0010I After 15195 nodes, 4644 on tree, 3864.89 best solution, best possible 3180.0733 (304.84 seconds)
Cbc0010I After 15207 nodes, 4650 on tree, 3864.89 best solution, best possible 3180.0907 (305.55 seconds)
Cbc0010I After 15215 nodes, 4654 on tree, 3864.89 best solution, best possible 3180.1103 (306.33 seconds)
Cbc0010I After 15225 nodes, 4659 on tree, 3864.89 best solution, best possible 3180.1201 (307.10 seconds)
Cbc0010I After 15233 nodes, 4663 on tree, 3864.89 best solution, best possible 3180.1276 (307.91 seconds)
Cbc0010I After 15241 nodes, 4667 on tree, 3864.89 best solution, best possible 3180.138 (308.63 seconds)
Cbc0010I After 15249 nodes, 4671 on tree, 3864.89 best solution, best possible 3180.1541 (309.48 seconds)
Cbc0010I After 15261 nodes, 4677 on tree, 3864.89 best solution, best possible 3180.1623 (310.24 seconds)
Cbc0010I After 15273 nodes, 4683 on tree, 3864.89 best solution, best possible 3180.195 (310.97 seconds)
Cbc0010I After 15283 nodes, 4688 on tree, 3864.89 best solution, best possible 3180.2146 (311.75 seconds)
Cbc0010I After 15295 nodes, 4694 on tree, 3864.89 best solution, best possible 3180.2473 (312.52 seconds)
Cbc0010I After 15306 nodes, 4700 on tree, 3864.89 best solution, best possible 3180.2642 (313.22 seconds)
Cbc0010I After 15319 nodes, 4706 on tree, 3864.89 best solution, best possible 3180.2817 (314.01 seconds)
Cbc0010I After 15333 nodes, 4713 on tree, 3864.89 best solution, best possible 3180.3004 (314.81 seconds)
Cbc0010I After 15341 nodes, 4717 on tree, 3864.89 best solution, best possible 3180.3108 (315.54 seconds)
Cbc0010I After 15353 nodes, 4723 on tree, 3864.89 best solution, best possible 3180.328 (316.31 seconds)
Cbc0010I After 15369 nodes, 4731 on tree, 3864.89 best solution, best possible 3180.3531 (317.16 seconds)
Cbc0010I After 15381 nodes, 4737 on tree, 3864.89 best solution, best possible 3180.3656 (317.93 seconds)
Cbc0010I After 15391 nodes, 4742 on tree, 3864.89 best solution, best possible 3180.3713 (318.91 seconds)
Cbc0010I After 15401 nodes, 4747 on tree, 3864.89 best solution, best possible 3180.3856 (319.62 seconds)
Cbc0010I After 15415 nodes, 4754 on tree, 3864.89 best solution, best possible 3180.396 (320.42 seconds)
