Welcome to the CBC MILP Solver
Version: Devel (unstable)
Build Date: Apr 26 2022
command line - -import /home/danilo/cbc-test-set/neos-3627168-kasai.mps.gz -timeM elapsed -seconds 10800 -solve -solu sol-final-knap/neos-3627168-kasai.txt -quit (default strategy 1)
At line 1 NAME          neos-3627168-kasai
At line 2 ROWS
At line 1659 COLUMNS
At line 6823 RHS
At line 7818 BOUNDS
At line 8284 ENDATA
Problem neos-3627168-kasai has 1655 rows, 1462 columns and 5158 elements
Coin0008I neos-3627168-kasai read with 0 errors
seconds was changed from 1e+08 to 10800
Continuous objective value is 945808 - 0.207023 seconds
Cgl0004I processed model has 1652 rows, 1400 columns (476 integer (476 of which binary)) and 4158 elements
Coin3009W Conflict graph built in 0.001 seconds, density: 0.012%
Cgl0015I Clique Strengthening extended 0 cliques, 0 were dominated
Cbc0038I Initial state - 157 integers unsatisfied sum - 43.2401
Cbc0038I Pass   1: suminf.   15.24531 (83) obj. 968401 iterations 500
Cbc0038I Pass   2: suminf.   12.29192 (79) obj. 969092 iterations 39
Cbc0038I Pass   3: suminf.    3.31194 (23) obj. 981104 iterations 116
Cbc0038I Pass   4: suminf.    0.88000 (12) obj. 989076 iterations 40
Cbc0038I Solution found of 991856
Cbc0038I Relaxing continuous gives 991523
Cbc0038I Before mini branch and bound, 263 integers at bound fixed and 324 continuous
Cbc0038I Full problem 1652 rows 1400 columns, reduced to 400 rows 385 columns
Cbc0038I Mini branch and bound improved solution from 991523 to 989622 (1.48 seconds)
Cbc0038I Round again with cutoff of 986094
Cbc0038I Pass   5: suminf.   15.24531 (83) obj. 968401 iterations 0
Cbc0038I Pass   6: suminf.   12.29192 (79) obj. 969092 iterations 58
Cbc0038I Pass   7: suminf.    5.84577 (57) obj. 972228 iterations 66
Cbc0038I Pass   8: suminf.    1.52491 (20) obj. 982154 iterations 72
Cbc0038I Pass   9: suminf.    0.19204 (3) obj. 986094 iterations 84
Cbc0038I Pass  10: suminf.    0.17982 (3) obj. 986094 iterations 3
Cbc0038I Pass  11: suminf.    0.92859 (3) obj. 986094 iterations 28
Cbc0038I Pass  12: suminf.    0.13131 (2) obj. 986094 iterations 22
Cbc0038I Pass  13: suminf.    5.04140 (27) obj. 986094 iterations 261
Cbc0038I Pass  14: suminf.    3.50183 (19) obj. 986094 iterations 76
Cbc0038I Pass  15: suminf.    1.76272 (8) obj. 986094 iterations 90
Cbc0038I Pass  16: suminf.    1.65129 (9) obj. 986094 iterations 26
Cbc0038I Pass  17: suminf.    2.10612 (11) obj. 986094 iterations 43
Cbc0038I Pass  18: suminf.    2.11091 (11) obj. 986094 iterations 10
Cbc0038I Pass  19: suminf.    1.71634 (11) obj. 986094 iterations 50
Cbc0038I Pass  20: suminf.    1.71634 (11) obj. 986094 iterations 2
Cbc0038I Pass  21: suminf.    2.63233 (11) obj. 986094 iterations 51
Cbc0038I Pass  22: suminf.    2.61324 (13) obj. 986094 iterations 8
Cbc0038I Pass  23: suminf.    3.26009 (16) obj. 986094 iterations 48
Cbc0038I Pass  24: suminf.    3.25567 (18) obj. 986094 iterations 5
Cbc0038I Pass  25: suminf.    1.56725 (6) obj. 986094 iterations 86
Cbc0038I Pass  26: suminf.    1.26167 (6) obj. 986094 iterations 77
Cbc0038I Pass  27: suminf.   12.96482 (61) obj. 986094 iterations 353
Cbc0038I Pass  28: suminf.    8.46968 (48) obj. 986094 iterations 125
Cbc0038I Pass  29: suminf.    6.11743 (31) obj. 986094 iterations 154
Cbc0038I Pass  30: suminf.    5.07514 (28) obj. 986094 iterations 32
Cbc0038I Pass  31: suminf.    5.08030 (24) obj. 986094 iterations 111
Cbc0038I Pass  32: suminf.    4.21003 (22) obj. 986094 iterations 50
Cbc0038I Pass  33: suminf.    4.07728 (19) obj. 986094 iterations 46
Cbc0038I Pass  34: suminf.    3.95199 (20) obj. 986094 iterations 14
Cbc0038I No solution found this major pass
Cbc0038I Before mini branch and bound, 164 integers at bound fixed and 201 continuous
Cbc0038I Full problem 1652 rows 1400 columns, reduced to 900 rows 787 columns - 108 fixed gives 644, 593 - ok now
Cbc0038I Full problem 1652 rows 1400 columns, reduced to 644 rows 592 columns
Cbc0038I Mini branch and bound did not improve solution (3.13 seconds)
Cbc0038I After 3.13 seconds - Feasibility pump exiting with objective of 989622 - took 2.83 seconds
Cbc0012I Integer solution of 989621.93 found by feasibility pump after 0 iterations and 0 nodes (3.16 seconds)
Cbc0038I Full problem 1652 rows 1400 columns, reduced to 642 rows 550 columns
Cbc0031I 211 added rows had average density of 7.7772512
Cbc0013I At root node, 211 cuts changed objective from 954341.03 to 967481.12 in 43 passes
Cbc0014I Cut generator 0 (Probing) - 1147 row cuts average 2.4 elements, 0 column cuts (93 active)  in 0.093 seconds - new frequency is 1
Cbc0014I Cut generator 1 (Gomory) - 290 row cuts average 22.7 elements, 0 column cuts (0 active)  in 0.590 seconds - new frequency is 1
Cbc0014I Cut generator 2 (Knapsack) - 46 row cuts average 13.5 elements, 0 column cuts (0 active)  in 0.233 seconds - new frequency is 1
Cbc0014I Cut generator 3 (liftKnapsack) - 45 row cuts average 11.8 elements, 0 column cuts (0 active)  in 0.654 seconds - new frequency is 1
Cbc0014I Cut generator 4 (Clique) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.001 seconds - new frequency is -100
Cbc0014I Cut generator 5 (OddWheel) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.001 seconds - new frequency is -100
Cbc0014I Cut generator 6 (MixedIntegerRounding2) - 701 row cuts average 10.2 elements, 0 column cuts (0 active)  in 0.151 seconds - new frequency is 1
Cbc0014I Cut generator 7 (FlowCover) - 17 row cuts average 11.4 elements, 0 column cuts (0 active)  in 0.107 seconds - new frequency is -100
Cbc0014I Cut generator 8 (TwoMirCuts) - 538 row cuts average 55.0 elements, 0 column cuts (0 active)  in 0.221 seconds - new frequency is 1
Cbc0010I After 0 nodes, 1 on tree, 989621.93 best solution, best possible 967481.12 (10.19 seconds)
Cbc0010I After 4329 nodes, 91 on tree, 989621.93 best solution, best possible 967481.12 (127.38 seconds)
Cbc0010I After 4379 nodes, 90 on tree, 989621.93 best solution, best possible 967481.12 (128.10 seconds)
Cbc0010I After 4429 nodes, 91 on tree, 989621.93 best solution, best possible 967481.12 (128.85 seconds)
Cbc0010I After 4477 nodes, 94 on tree, 989621.93 best solution, best possible 967481.12 (129.58 seconds)
Cbc0010I After 4529 nodes, 92 on tree, 989621.93 best solution, best possible 967481.12 (130.29 seconds)
Cbc0010I After 4575 nodes, 94 on tree, 989621.93 best solution, best possible 967481.12 (131.00 seconds)
Cbc0010I After 4609 nodes, 90 on tree, 989621.93 best solution, best possible 967481.12 (131.71 seconds)
Cbc0010I After 4653 nodes, 91 on tree, 989621.93 best solution, best possible 967481.12 (132.43 seconds)
Cbc0010I After 4697 nodes, 88 on tree, 989621.93 best solution, best possible 967481.12 (133.15 seconds)
Cbc0010I After 4756 nodes, 89 on tree, 989621.93 best solution, best possible 967481.12 (133.86 seconds)
Cbc0010I After 4793 nodes, 90 on tree, 989621.93 best solution, best possible 967481.12 (134.57 seconds)
Cbc0010I After 4831 nodes, 91 on tree, 989621.93 best solution, best possible 967481.12 (135.27 seconds)
Cbc0010I After 4871 nodes, 88 on tree, 989621.93 best solution, best possible 967481.12 (135.98 seconds)
Cbc0010I After 4909 nodes, 90 on tree, 989621.93 best solution, best possible 967481.12 (136.68 seconds)
Cbc0010I After 4948 nodes, 87 on tree, 989621.93 best solution, best possible 967481.12 (137.39 seconds)
Cbc0010I After 4986 nodes, 90 on tree, 989621.93 best solution, best possible 967481.12 (138.10 seconds)
Cbc0010I After 5022 nodes, 90 on tree, 989621.93 best solution, best possible 967481.12 (138.81 seconds)
Cbc0010I After 5059 nodes, 93 on tree, 989621.93 best solution, best possible 967481.12 (139.51 seconds)
Cbc0010I After 5092 nodes, 92 on tree, 989621.93 best solution, best possible 967481.12 (140.26 seconds)
Cbc0010I After 5127 nodes, 94 on tree, 989621.93 best solution, best possible 967481.12 (140.99 seconds)
Cbc0010I After 5158 nodes, 94 on tree, 989621.93 best solution, best possible 967481.12 (141.70 seconds)
Cbc0010I After 5201 nodes, 93 on tree, 989621.93 best solution, best possible 967481.12 (142.41 seconds)
Cbc0010I After 5250 nodes, 88 on tree, 989621.93 best solution, best possible 967481.12 (143.11 seconds)
Cbc0010I After 5291 nodes, 89 on tree, 989621.93 best solution, best possible 967481.12 (143.82 seconds)
Cbc0010I After 5339 nodes, 85 on tree, 989621.93 best solution, best possible 967481.12 (144.54 seconds)
Cbc0010I After 5382 nodes, 86 on tree, 989621.93 best solution, best possible 967481.12 (145.25 seconds)
Cbc0010I After 5420 nodes, 85 on tree, 989621.93 best solution, best possible 967481.12 (145.97 seconds)
Cbc0010I After 5458 nodes, 91 on tree, 989621.93 best solution, best possible 967481.12 (146.71 seconds)
Cbc0010I After 5482 nodes, 86 on tree, 989621.93 best solution, best possible 967481.12 (147.46 seconds)
Cbc0010I After 5514 nodes, 91 on tree, 989621.93 best solution, best possible 967481.12 (148.20 seconds)
Cbc0010I After 5537 nodes, 87 on tree, 989621.93 best solution, best possible 967481.12 (148.98 seconds)
Cbc0010I After 5562 nodes, 84 on tree, 989621.93 best solution, best possible 967481.12 (149.68 seconds)
Cbc0010I After 5598 nodes, 84 on tree, 989621.93 best solution, best possible 967481.12 (150.38 seconds)
Cbc0010I After 5628 nodes, 85 on tree, 989621.93 best solution, best possible 967481.12 (151.09 seconds)
Cbc0010I After 5656 nodes, 81 on tree, 989621.93 best solution, best possible 967481.12 (151.82 seconds)
Cbc0010I After 5688 nodes, 82 on tree, 989621.93 best solution, best possible 967481.12 (152.61 seconds)
Cbc0010I After 5724 nodes, 83 on tree, 989621.93 best solution, best possible 967481.12 (153.33 seconds)
Cbc0010I After 5747 nodes, 85 on tree, 989621.93 best solution, best possible 967481.12 (154.06 seconds)
Cbc0010I After 5776 nodes, 96 on tree, 989621.93 best solution, best possible 967481.12 (154.80 seconds)
Cbc0010I After 5809 nodes, 89 on tree, 989621.93 best solution, best possible 967481.12 (155.53 seconds)
Cbc0010I After 5842 nodes, 87 on tree, 989621.93 best solution, best possible 967481.12 (156.24 seconds)
Cbc0010I After 5875 nodes, 88 on tree, 989621.93 best solution, best possible 967481.12 (156.95 seconds)
Cbc0010I After 5904 nodes, 85 on tree, 989621.93 best solution, best possible 967481.12 (157.66 seconds)
Cbc0010I After 5937 nodes, 84 on tree, 989621.93 best solution, best possible 967481.12 (158.38 seconds)
Cbc0010I After 5951 nodes, 83 on tree, 989621.93 best solution, best possible 967481.12 (159.14 seconds)
Cbc0010I After 5970 nodes, 85 on tree, 989621.93 best solution, best possible 967481.12 (159.84 seconds)
Cbc0010I After 6000 nodes, 88 on tree, 989621.93 best solution, best possible 967481.12 (160.62 seconds)
Cbc0010I After 6042 nodes, 85 on tree, 989621.93 best solution, best possible 967481.12 (161.42 seconds)
Cbc0010I After 6077 nodes, 83 on tree, 989621.93 best solution, best possible 967481.12 (162.16 seconds)
Cbc0010I After 6099 nodes, 85 on tree, 989621.93 best solution, best possible 967481.12 (162.87 seconds)
Cbc0010I After 6131 nodes, 84 on tree, 989621.93 best solution, best possible 967481.12 (163.67 seconds)
Cbc0010I After 6155 nodes, 84 on tree, 989621.93 best solution, best possible 967481.12 (164.44 seconds)
Cbc0010I After 6177 nodes, 83 on tree, 989621.93 best solution, best possible 967481.12 (165.21 seconds)
Cbc0010I After 6206 nodes, 85 on tree, 989621.93 best solution, best possible 967481.12 (165.92 seconds)
Cbc0010I After 6228 nodes, 84 on tree, 989621.93 best solution, best possible 967481.12 (166.66 seconds)
Cbc0010I After 6255 nodes, 83 on tree, 989621.93 best solution, best possible 967481.12 (167.40 seconds)
Cbc0010I After 6288 nodes, 84 on tree, 989621.93 best solution, best possible 967481.12 (168.13 seconds)
Cbc0010I After 6317 nodes, 96 on tree, 989621.93 best solution, best possible 967481.12 (168.86 seconds)
Cbc0010I After 6355 nodes, 89 on tree, 989621.93 best solution, best possible 967481.12 (169.58 seconds)
Cbc0010I After 6385 nodes, 88 on tree, 989621.93 best solution, best possible 967481.12 (170.29 seconds)
Cbc0010I After 6408 nodes, 94 on tree, 989621.93 best solution, best possible 967481.12 (171.00 seconds)
Cbc0010I After 6443 nodes, 87 on tree, 989621.93 best solution, best possible 967481.12 (171.74 seconds)
Cbc0010I After 6478 nodes, 84 on tree, 989621.93 best solution, best possible 967481.12 (172.46 seconds)
Cbc0010I After 6507 nodes, 86 on tree, 989621.93 best solution, best possible 967481.12 (173.16 seconds)
Cbc0010I After 6526 nodes, 88 on tree, 989621.93 best solution, best possible 967481.12 (173.90 seconds)
Cbc0010I After 6550 nodes, 86 on tree, 989621.93 best solution, best possible 967481.12 (174.61 seconds)
Cbc0010I After 6576 nodes, 83 on tree, 989621.93 best solution, best possible 967481.12 (175.35 seconds)
Cbc0010I After 6599 nodes, 83 on tree, 989621.93 best solution, best possible 967481.12 (176.12 seconds)
Cbc0010I After 6618 nodes, 94 on tree, 989621.93 best solution, best possible 967481.12 (176.87 seconds)
Cbc0010I After 6647 nodes, 92 on tree, 989621.93 best solution, best possible 967481.12 (177.59 seconds)
Cbc0010I After 6675 nodes, 88 on tree, 989621.93 best solution, best possible 967481.12 (178.30 seconds)
Cbc0010I After 6698 nodes, 89 on tree, 989621.93 best solution, best possible 967481.12 (179.06 seconds)
Cbc0010I After 6726 nodes, 83 on tree, 989621.93 best solution, best possible 967481.12 (179.82 seconds)
Cbc0010I After 6750 nodes, 82 on tree, 989621.93 best solution, best possible 967481.12 (180.57 seconds)
Cbc0010I After 6768 nodes, 88 on tree, 989621.93 best solution, best possible 967481.12 (181.31 seconds)
Cbc0010I After 6792 nodes, 87 on tree, 989621.93 best solution, best possible 967481.12 (182.01 seconds)
Cbc0010I After 6822 nodes, 82 on tree, 989621.93 best solution, best possible 967481.12 (182.80 seconds)
Cbc0010I After 6842 nodes, 82 on tree, 989621.93 best solution, best possible 967481.12 (183.53 seconds)
Cbc0010I After 6868 nodes, 82 on tree, 989621.93 best solution, best possible 967481.12 (184.28 seconds)
Cbc0010I After 6892 nodes, 82 on tree, 989621.93 best solution, best possible 967481.12 (185.04 seconds)
Cbc0010I After 6904 nodes, 86 on tree, 989621.93 best solution, best possible 967481.12 (185.74 seconds)
Cbc0010I After 6933 nodes, 81 on tree, 989621.93 best solution, best possible 967481.12 (186.46 seconds)
Cbc0010I After 6946 nodes, 82 on tree, 989621.93 best solution, best possible 967481.12 (187.26 seconds)
Cbc0010I After 6958 nodes, 81 on tree, 989621.93 best solution, best possible 967481.12 (187.97 seconds)
Cbc0010I After 6967 nodes, 80 on tree, 989621.93 best solution, best possible 967481.12 (188.68 seconds)
Cbc0010I After 6979 nodes, 80 on tree, 989621.93 best solution, best possible 967481.12 (189.48 seconds)
Cbc0010I After 6993 nodes, 80 on tree, 989621.93 best solution, best possible 967481.12 (190.18 seconds)
Cbc0010I After 7015 nodes, 80 on tree, 989621.93 best solution, best possible 967481.12 (190.89 seconds)
Cbc0010I After 7034 nodes, 78 on tree, 989621.93 best solution, best possible 967481.12 (191.61 seconds)
Cbc0010I After 7051 nodes, 80 on tree, 989621.93 best solution, best possible 967481.12 (192.31 seconds)
Cbc0010I After 7067 nodes, 78 on tree, 989621.93 best solution, best possible 967481.12 (193.03 seconds)
Cbc0010I After 7083 nodes, 78 on tree, 989621.93 best solution, best possible 967481.12 (193.74 seconds)
Cbc0010I After 7101 nodes, 77 on tree, 989621.93 best solution, best possible 967481.12 (194.47 seconds)
Cbc0010I After 7119 nodes, 78 on tree, 989621.93 best solution, best possible 967481.12 (195.18 seconds)
Cbc0010I After 7142 nodes, 79 on tree, 989621.93 best solution, best possible 967481.12 (195.96 seconds)
Cbc0010I After 7157 nodes, 80 on tree, 989621.93 best solution, best possible 967481.12 (196.68 seconds)
Cbc0010I After 7183 nodes, 77 on tree, 989621.93 best solution, best possible 967481.12 (197.45 seconds)
Cbc0010I After 7205 nodes, 80 on tree, 989621.93 best solution, best possible 967481.12 (198.15 seconds)
Cbc0010I After 7232 nodes, 81 on tree, 989621.93 best solution, best possible 967481.12 (198.88 seconds)
Cbc0010I After 7258 nodes, 77 on tree, 989621.93 best solution, best possible 967481.12 (199.62 seconds)
Cbc0010I After 7282 nodes, 77 on tree, 989621.93 best solution, best possible 967481.12 (200.41 seconds)
Cbc0010I After 7299 nodes, 79 on tree, 989621.93 best solution, best possible 967481.12 (201.18 seconds)
Cbc0010I After 7317 nodes, 76 on tree, 989621.93 best solution, best possible 967481.12 (201.91 seconds)
Cbc0010I After 7338 nodes, 86 on tree, 989621.93 best solution, best possible 967481.12 (202.62 seconds)
Cbc0010I After 7365 nodes, 76 on tree, 989621.93 best solution, best possible 967481.12 (203.42 seconds)
Cbc0010I After 7384 nodes, 80 on tree, 989621.93 best solution, best possible 967481.12 (204.13 seconds)
Cbc0010I After 7410 nodes, 78 on tree, 989621.93 best solution, best possible 967481.12 (204.83 seconds)
Cbc0010I After 7433 nodes, 77 on tree, 989621.93 best solution, best possible 967481.12 (205.58 seconds)
Cbc0010I After 7455 nodes, 74 on tree, 989621.93 best solution, best possible 967481.12 (206.30 seconds)
Cbc0010I After 7474 nodes, 81 on tree, 989621.93 best solution, best possible 967481.12 (207.07 seconds)
Cbc0010I After 7493 nodes, 80 on tree, 989621.93 best solution, best possible 967481.12 (207.78 seconds)
Cbc0010I After 7513 nodes, 80 on tree, 989621.93 best solution, best possible 967481.12 (208.50 seconds)
Cbc0010I After 7537 nodes, 80 on tree, 989621.93 best solution, best possible 967481.12 (209.23 seconds)
Cbc0010I After 7563 nodes, 79 on tree, 989621.93 best solution, best possible 967481.12 (209.95 seconds)
Cbc0010I After 7586 nodes, 81 on tree, 989621.93 best solution, best possible 967481.12 (210.67 seconds)
Cbc0010I After 7616 nodes, 75 on tree, 989621.93 best solution, best possible 967481.12 (211.48 seconds)
Cbc0010I After 7635 nodes, 78 on tree, 989621.93 best solution, best possible 967481.12 (212.21 seconds)
Cbc0010I After 7676 nodes, 75 on tree, 989621.93 best solution, best possible 967481.12 (212.91 seconds)
Cbc0010I After 7696 nodes, 78 on tree, 989621.93 best solution, best possible 967481.12 (213.62 seconds)
Cbc0010I After 7724 nodes, 79 on tree, 989621.93 best solution, best possible 967481.12 (214.36 seconds)
Cbc0010I After 7761 nodes, 78 on tree, 989621.93 best solution, best possible 967481.12 (215.06 seconds)
Cbc0010I After 7781 nodes, 75 on tree, 989621.93 best solution, best possible 967481.12 (215.79 seconds)
Cbc0010I After 7802 nodes, 77 on tree, 989621.93 best solution, best possible 967481.12 (216.56 seconds)
Cbc0010I After 7821 nodes, 75 on tree, 989621.93 best solution, best possible 967481.12 (217.27 seconds)
Cbc0010I After 7844 nodes, 74 on tree, 989621.93 best solution, best possible 967481.12 (218.00 seconds)
Cbc0010I After 7878 nodes, 76 on tree, 989621.93 best solution, best possible 967481.12 (218.72 seconds)
Cbc0010I After 7914 nodes, 76 on tree, 989621.93 best solution, best possible 967481.12 (219.44 seconds)
Cbc0010I After 7947 nodes, 78 on tree, 989621.93 best solution, best possible 967481.12 (220.15 seconds)
Cbc0010I After 7976 nodes, 77 on tree, 989621.93 best solution, best possible 967481.12 (220.88 seconds)
Cbc0010I After 8000 nodes, 77 on tree, 989621.93 best solution, best possible 967481.12 (221.67 seconds)
Cbc0010I After 8033 nodes, 76 on tree, 989621.93 best solution, best possible 967481.12 (222.42 seconds)
Cbc0010I After 8059 nodes, 76 on tree, 989621.93 best solution, best possible 967481.12 (223.13 seconds)
Cbc0010I After 8097 nodes, 75 on tree, 989621.93 best solution, best possible 967481.12 (223.84 seconds)
Cbc0010I After 8118 nodes, 72 on tree, 989621.93 best solution, best possible 967481.12 (224.67 seconds)
Cbc0010I After 8145 nodes, 83 on tree, 989621.93 best solution, best possible 967481.12 (225.46 seconds)
Cbc0010I After 8173 nodes, 80 on tree, 989621.93 best solution, best possible 967481.12 (226.28 seconds)
Cbc0010I After 8202 nodes, 77 on tree, 989621.93 best solution, best possible 967481.12 (227.02 seconds)
Cbc0010I After 8228 nodes, 78 on tree, 989621.93 best solution, best possible 967481.12 (227.81 seconds)
Cbc0010I After 8251 nodes, 79 on tree, 989621.93 best solution, best possible 967481.12 (228.53 seconds)
Cbc0010I After 8270 nodes, 76 on tree, 989621.93 best solution, best possible 967481.12 (229.25 seconds)
Cbc0010I After 8304 nodes, 78 on tree, 989621.93 best solution, best possible 967481.12 (229.98 seconds)
Cbc0010I After 8333 nodes, 77 on tree, 989621.93 best solution, best possible 967481.12 (230.73 seconds)
Cbc0010I After 8363 nodes, 75 on tree, 989621.93 best solution, best possible 967481.12 (231.43 seconds)
Cbc0010I After 8377 nodes, 72 on tree, 989621.93 best solution, best possible 967481.12 (232.16 seconds)
Cbc0010I After 8393 nodes, 76 on tree, 989621.93 best solution, best possible 967481.12 (232.86 seconds)
Cbc0010I After 8426 nodes, 73 on tree, 989621.93 best solution, best possible 967481.12 (233.56 seconds)
Cbc0010I After 8444 nodes, 73 on tree, 989621.93 best solution, best possible 967481.12 (234.32 seconds)
Cbc0010I After 8462 nodes, 73 on tree, 989621.93 best solution, best possible 967481.12 (235.03 seconds)
Cbc0010I After 8484 nodes, 73 on tree, 989621.93 best solution, best possible 967481.12 (235.74 seconds)
Cbc0010I After 8510 nodes, 72 on tree, 989621.93 best solution, best possible 967481.12 (236.47 seconds)
Cbc0010I After 8532 nodes, 70 on tree, 989621.93 best solution, best possible 967481.12 (237.17 seconds)
Cbc0010I After 8546 nodes, 70 on tree, 989621.93 best solution, best possible 967481.12 (237.88 seconds)
Cbc0010I After 8560 nodes, 77 on tree, 989621.93 best solution, best possible 967481.12 (238.61 seconds)
Cbc0010I After 8582 nodes, 78 on tree, 989621.93 best solution, best possible 967481.12 (239.32 seconds)
Cbc0010I After 8607 nodes, 79 on tree, 989621.93 best solution, best possible 967481.12 (240.04 seconds)
Cbc0010I After 8641 nodes, 76 on tree, 989621.93 best solution, best possible 967481.12 (240.80 seconds)
Cbc0010I After 8662 nodes, 77 on tree, 989621.93 best solution, best possible 967481.12 (241.56 seconds)
Cbc0010I After 8678 nodes, 71 on tree, 989621.93 best solution, best possible 967481.12 (242.31 seconds)
Cbc0010I After 8692 nodes, 75 on tree, 989621.93 best solution, best possible 967481.12 (243.01 seconds)
Cbc0010I After 8719 nodes, 76 on tree, 989621.93 best solution, best possible 967481.12 (243.72 seconds)
Cbc0010I After 8748 nodes, 76 on tree, 989621.93 best solution, best possible 967481.12 (244.44 seconds)
Cbc0010I After 8774 nodes, 79 on tree, 989621.93 best solution, best possible 967481.12 (245.14 seconds)
Cbc0010I After 8803 nodes, 76 on tree, 989621.93 best solution, best possible 967481.12 (245.85 seconds)
Cbc0010I After 8828 nodes, 76 on tree, 989621.93 best solution, best possible 967481.12 (246.60 seconds)
Cbc0010I After 8856 nodes, 76 on tree, 989621.93 best solution, best possible 967481.12 (247.33 seconds)
Cbc0010I After 8889 nodes, 78 on tree, 989621.93 best solution, best possible 967481.12 (248.05 seconds)
Cbc0010I After 8921 nodes, 79 on tree, 989621.93 best solution, best possible 967481.12 (248.75 seconds)
Cbc0010I After 8961 nodes, 76 on tree, 989621.93 best solution, best possible 967481.12 (249.46 seconds)
Cbc0010I After 8981 nodes, 76 on tree, 989621.93 best solution, best possible 967481.12 (250.25 seconds)
Cbc0010I After 9000 nodes, 77 on tree, 989621.93 best solution, best possible 967481.12 (250.98 seconds)
Cbc0010I After 9028 nodes, 88 on tree, 989621.93 best solution, best possible 967481.12 (251.71 seconds)
Cbc0010I After 9051 nodes, 86 on tree, 989621.93 best solution, best possible 967481.12 (252.43 seconds)
Cbc0010I After 9063 nodes, 87 on tree, 989621.93 best solution, best possible 967481.12 (253.24 seconds)
Cbc0010I After 9082 nodes, 86 on tree, 989621.93 best solution, best possible 967481.12 (253.96 seconds)
Cbc0010I After 9110 nodes, 87 on tree, 989621.93 best solution, best possible 967481.12 (254.67 seconds)
Cbc0010I After 9125 nodes, 87 on tree, 989621.93 best solution, best possible 967481.12 (255.42 seconds)
Cbc0010I After 9138 nodes, 86 on tree, 989621.93 best solution, best possible 967481.12 (256.15 seconds)
Cbc0010I After 9163 nodes, 84 on tree, 989621.93 best solution, best possible 967481.12 (256.92 seconds)
Cbc0010I After 9190 nodes, 86 on tree, 989621.93 best solution, best possible 967481.12 (257.64 seconds)
Cbc0010I After 9204 nodes, 86 on tree, 989621.93 best solution, best possible 967481.12 (258.43 seconds)
Cbc0010I After 9220 nodes, 85 on tree, 989621.93 best solution, best possible 967481.12 (259.23 seconds)
Cbc0010I After 9243 nodes, 87 on tree, 989621.93 best solution, best possible 967481.12 (260.04 seconds)
Cbc0010I After 9258 nodes, 86 on tree, 989621.93 best solution, best possible 967481.12 (260.78 seconds)
Cbc0010I After 9279 nodes, 87 on tree, 989621.93 best solution, best possible 967481.12 (261.48 seconds)
Cbc0010I After 9300 nodes, 86 on tree, 989621.93 best solution, best possible 967481.12 (262.20 seconds)
Cbc0010I After 9317 nodes, 85 on tree, 989621.93 best solution, best possible 967481.12 (262.93 seconds)
Cbc0010I After 9342 nodes, 89 on tree, 989621.93 best solution, best possible 967481.12 (263.72 seconds)
Cbc0010I After 9370 nodes, 86 on tree, 989621.93 best solution, best possible 967481.12 (264.49 seconds)
Cbc0010I After 9389 nodes, 87 on tree, 989621.93 best solution, best possible 967481.12 (265.20 seconds)
Cbc0010I After 9406 nodes, 86 on tree, 989621.93 best solution, best possible 967481.12 (265.93 seconds)
Cbc0010I After 9430 nodes, 91 on tree, 989621.93 best solution, best possible 967481.12 (266.63 seconds)
Cbc0010I After 9458 nodes, 87 on tree, 989621.93 best solution, best possible 967481.12 (267.45 seconds)
Cbc0010I After 9481 nodes, 85 on tree, 989621.93 best solution, best possible 967481.12 (268.16 seconds)
Cbc0010I After 9507 nodes, 85 on tree, 989621.93 best solution, best possible 967481.12 (268.95 seconds)
Cbc0010I After 9527 nodes, 81 on tree, 989621.93 best solution, best possible 967481.12 (269.70 seconds)
Cbc0010I After 9543 nodes, 90 on tree, 989621.93 best solution, best possible 967481.12 (270.49 seconds)
Cbc0010I After 9567 nodes, 93 on tree, 989621.93 best solution, best possible 967481.12 (271.25 seconds)
Cbc0010I After 9592 nodes, 88 on tree, 989621.93 best solution, best possible 967481.12 (272.08 seconds)
Cbc0010I After 9615 nodes, 91 on tree, 989621.93 best solution, best possible 967481.12 (272.87 seconds)
Cbc0010I After 9648 nodes, 87 on tree, 989621.93 best solution, best possible 967481.12 (273.59 seconds)
Cbc0010I After 9668 nodes, 87 on tree, 989621.93 best solution, best possible 967481.12 (274.29 seconds)
Cbc0010I After 9689 nodes, 85 on tree, 989621.93 best solution, best possible 967481.12 (274.99 seconds)
Cbc0010I After 9716 nodes, 89 on tree, 989621.93 best solution, best possible 967481.12 (275.77 seconds)
Cbc0010I After 9732 nodes, 86 on tree, 989621.93 best solution, best possible 967481.12 (276.47 seconds)
Cbc0010I After 9743 nodes, 85 on tree, 989621.93 best solution, best possible 967481.12 (277.18 seconds)
Cbc0010I After 9771 nodes, 82 on tree, 989621.93 best solution, best possible 967481.12 (277.90 seconds)
Cbc0010I After 9795 nodes, 91 on tree, 989621.93 best solution, best possible 967481.12 (278.60 seconds)
Cbc0010I After 9820 nodes, 90 on tree, 989621.93 best solution, best possible 967481.12 (279.35 seconds)
Cbc0010I After 9840 nodes, 86 on tree, 989621.93 best solution, best possible 967481.12 (280.14 seconds)
Cbc0010I After 9852 nodes, 86 on tree, 989621.93 best solution, best possible 967481.12 (280.84 seconds)
Cbc0010I After 9876 nodes, 86 on tree, 989621.93 best solution, best possible 967481.12 (281.55 seconds)
